Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55825273,The Comfort Book,Matt Haig,"Haig, Matt",,"=""0143136666""","=""9780143136668""",0,4.08,Penguin Life,Hardcover,272,2021,2021,,2021/12/10,abandoned,abandoned (#29),abandoned,,,,0,0
57423646,Immune: a Journey into the Mysterious System that Keeps You Alive,Philipp Dettmer,"Dettmer, Philipp",,"=""0593241312""","=""9780593241318""",5,4.59,Random House,Hardcover,341,2021,2021,2023/05/16,2022/06/22,,,read,An introductory deep-dive into immunology. Don't be scared by the terminology - there are metaphors galore to keep you following along the otherwise deeply obfuscated etymological minefield that is immunology. The author's passion is felt throughout and the voice actor is a comforting presence harkening your mind back to the loving and comforting embrace you feel from watching Kurzgesagt videos (where he also narrates). <br/><br/>Great read. I wish this could be replicated across all fields of study for first year university students and interested peoples of all walks of life. ,,,1,0
30966931,"The Terran Privateer (Duchy of Terra, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",0,4.30,Faolan's Pen Publishing Inc.,Kindle Edition,509,2016,2016,,2023/05/15,to-read,to-read (#363),to-read,,,,0,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.40,Viking,Hardcover,464,2014,2014,,2023/05/13,to-read,to-read (#362),to-read,,,,0,0
51540889,I Hold a Wolf by the Ears: Stories,Laura van den Berg,"Berg, Laura van den",,"=""0374102090""","=""9780374102098""",3,3.83,"Farrar, Straus and Giroux",Hardcover,224,2020,2020,2023/05/10,2021/05/12,wmpa,wmpa (#8),read,A very well written set of thematically salient dulleries.,,,1,0
55262194,The Lightning Tree,Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",0,3.97,,,93,2014,2014,,2023/05/09,to-read,to-read (#361),to-read,,,,0,0
6451491,Death (The Art of Living),Todd May,"May, Todd",,"=""1844651649""","=""9781844651641""",0,3.80,Routledge,Paperback,128,2009,2009,,2023/05/08,to-read,to-read (#360),to-read,,,,0,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",4,4.37,Beacon Press,Paperback,165,2006,1959,2023/05/07,2023/02/15,,,read,"I feel immediately terrible for not giving a book written by a survivor of the holocaust 5*. The first half of the book which discusses the authors experience of surviving the worst that a human can endure is harrowing and so worth reading, and I would give 5*. The second half, however, was a deeply dry telling of a field of psychology.",,,1,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",4,4.43,TOR,Hardcover,604,2016,2010,2023/05/07,2023/03/05,,,read,"Upon reading the finale of this sci fi trilogy, it becomes quite clear Cixin's writing maintained its excellency throughout all three books. The author's prose is strikingly vivid and richly detailed, creating a rich and immersive reading experience. <br/><br/>Despite the writing being great throughout, the story falls short in book 3 in comparison to the previous 2. While the narrative is ambitious and complex, the special and fascinating events become the norm and less exciting. The characters feel somewhat retconned in their personalities and lack emotional depth, making it challenging for the reader to connect with them.<br/><br/>This was still an enjoyable read. The writing in Death's End is a testament to Cixin's talent and serves as a testament to his enduring legacy as one of the most talented writers of science fiction in recent memory. While the story may be lackluster, the sheer quality of Cixin's writing is enough to make Death's End a worthwhile read. ",,,1,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",3,3.90,Scholastic,Mass Market Paperback,172,2001,1903,2023/05/04,2023/02/04,,,read,,,,1,0
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",0,4.23,Harper Collins,Hardcover,336,2008,2008,,2023/05/04,to-read,to-read (#359),to-read,,,,0,0
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""""","=""""",4,4.17,Warner,Paperback,210,2000,1997,2023/05/03,2023/02/15,,,read,"I wasn't as touched as I'd expected. It was good but I was expecting to be sobbing by the end, instead it felt rather hollow. The author expressed very little of himself into the text, focusing on Morrie's words instead. I'm not saying that was right or wrong, it just wasn't as emotionally affecting as I'd expected due to this near clinical approach.",,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",3,4.12,Ember,Paperback,208,2006,1993,2023/05/02,2021/05/12,wmpa,wmpa (#4),read,"This is a thought-provoking and nuanced exploration of themes such as conformity, individuality, memory, and societal control. The novel's dystopian (in my opinion) setting, in which every aspect of life is meticulously controlled, creates a bleak yet fascinating backdrop against which the characters' struggles for identity and autonomy play out.<br/><br/>The character of the Giver himself, who serves as the keeper of the community's memories, is a particularly compelling figure, whose gradual revelation of the world's past adds a layer of complexity and depth to the narrative.<br/><br/>However, at times the pacing of the novel can feel slow and often leaves certain aspects of the story and characters underdeveloped. <br/><br/>That mild criticism aside, this novel is a powerful and thought-provoking set of themes that offers readers an insightful commentary on the nature of society, memory, and individuality. ",,,1,0
31253737,An American Sickness: How Healthcare Became Big Business and How You Can Take It Back,Elisabeth Rosenthal,"Rosenthal, Elisabeth",,"=""1524756202""","=""9781524756208""",0,4.31,Random House Large Print,Paperback,656,2017,2017,,2023/05/02,to-read,to-read (#358),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",5,4.20,Harper Voyager,Hardcover,544,2022,2022,2023/05/01,2022/09/26,,,read,"The most enthralling book I've read all year. A literary marvel that made learning other languages sound magic, not just due to the fantasy nature of the story. The characters were vivid and unique, the descriptions of university echoed my own experience of wonder. A magical read. ",,,1,0
43190272,"To Be Taught, If Fortunate",Becky  Chambers,"Chambers, Becky",,"=""0062936018""","=""9780062936011""",0,4.21,Harper Voyager,Paperback,153,2019,2019,,2023/04/29,to-read,to-read (#357),to-read,,,,0,0
56179360,Light from Uncommon Stars,Ryka Aoki,"Aoki, Ryka",,"=""1250789060""","=""9781250789068""",0,4.07,Tor Books,Hardcover,372,2021,2021,,2023/04/29,to-read,to-read (#356),to-read,,,,0,0
56269205,"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,"Kristoff, Jay",Bon Orthwick,"=""1250245281""","=""9781250245281""",0,4.36,St. Martin's Press,Hardcover,739,2021,2021,,2023/04/29,to-read,to-read (#355),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",1,3.80,Back Bay Books,Paperback,277,2001,1951,2007/01/01,2018/10/14,,,read,"As a former high school student who was assigned to read this, I can confidently say that this book was just a stream of irritation for me. From the first page to the last, I found myself bored and disinterested in the story and its characters.<br/><br/>Holden Caulfield, the protagonist of the book, is an annoying and whiny teenager who complains about everything and everyone around him. He spends the entire novel wandering around New York City, getting into pointless arguments with strangers, and complaining about how 'phony' everyone is. I found him to be insufferable and the word 'phony' is permanently tainted by how I imagine Holden's voice to sound - insufferable.<br/><br/>The writing style of Salinger is important for the development of literature, I don't argue that. However, the stream-of-consciousness narrative feels disjointed and rambling, with no real plot or direction. It's as if Salinger wrote the book without any real purpose or message. The characters are unlikable, the plot is non-existent, and the writing is tedious and unengaging.<br/><br/>If you are looking for an engaging and thought-provoking read, ""The Catcher in the Rye"" is not the book for you. It is a tedious and frustrating work that I would not recommend to anyone.",,,1,0
4009,Nine Stories,J.D. Salinger,"Salinger, J.D.",,"=""0316767727""","=""9780316767729""",0,4.18,"Little, Brown and Company",Paperback,302,2001,1953,,2023/04/25,to-read,to-read (#354),to-read,,,,0,0
40940121,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""""","=""""",5,4.05,HarperCollins,Kindle Edition,190,2009,1977,2023/04/25,2023/02/04,,,read,"When I was about a third into this novel I thought it was rather generic Americana, but the characters grew on me, and I was a bit of a mess at the end. A great read for such a short novel. ",,,1,0
34964830,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",Virginia Eubanks,"Eubanks, Virginia",,"=""1250074312""","=""9781250074317""",0,4.01,St. Martin's Press,Hardcover,260,2018,2018,,2023/04/24,to-read,to-read (#353),to-read,,,,0,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",0,3.76,Free Press,Hardcover,276,2008,2008,,2023/04/23,to-read,to-read (#352),to-read,,,,0,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",5,4.14,Simon & Schuster,Hardcover,304,2022,2022,2023/04/22,2023/02/22,,,read,"I don't agree with many of the arguments made by Schur in his often amusing perspectives of philosophy, but his explanations of the theories and their detractions are excellent. I recommend this book very much, but please don't satisfy the gods of luck through Vegas, instead put that same money you would have spent to account for your privilege into helping those without it.",,,1,0
62585959,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Michael R. Katz,"=""1631498193""","=""9781631498190""",0,4.37,Liveright,Hardcover,928,2023,1880,,2023/04/22,to-read,to-read (#351),to-read,,,,0,0
49005196,The Life You Can Save: How to Do Your Part to End World Poverty,Peter Singer,"Singer, Peter",,"=""1733672702""","=""9781733672702""",0,4.16,www.thelifeyoucansave.org,Paperback,302,2019,2009,,2023/04/21,to-read,to-read (#350),to-read,,,,0,0
58100656,Ableism in Education: Rethinking School Practices and Policies (Equity and Social Justice in Education),Gillian Parekh,"Parekh, Gillian",,"=""1324016795""","=""9781324016793""",0,4.07,W W Norton & Co Inc,Paperback,177,2022,,,2023/04/20,to-read,to-read (#349),to-read,,,,0,0
19420257,The Belmont report: Ethical principles and guidelines for the protection of human subjects of research,United States. National Commission for the Protection of Human Subjects of Biomedical and Behavioral,"Behavioral, United States. National Commission for the Protection of Human Subjects of Biomedical and",,"=""""","=""""",0,3.75,University of Michigan Library,Paperback,32,1978,1978,,2023/04/17,to-read,to-read (#348),to-read,,,,0,0
31423245,How to Be a Stoic: Using Ancient Philosophy to Live a Modern Life,Massimo Pigliucci,"Pigliucci, Massimo",,"=""0465097952""","=""9780465097951""",0,4.06,Basic Books,Hardcover,288,2017,2017,,2023/04/10,to-read,to-read (#347),to-read,,,,0,0
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",0,3.76,Harper Collins US UK,Paperback,326,2004,2001,,2023/04/05,to-read,to-read (#346),to-read,,,,0,0
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""""","=""""",2,4.04,Del Rey,Kindle Edition,544,2018,2002,2023/04/02,2021/09/21,,,read,"While there were certain elements of this book that I found enjoyable, I must say that I was rather disappointed by the gratuitous and excessive descriptions of sexual activity. The author's preoccupation with detailing the protagonist's frequency of erections was unnecessary and left me feeling as though I was reading a work of erotica rather than science fiction. Nonetheless, I found the author's adeptness in crafting an engaging plot, replete with innovative and entertaining futuristic technologies, to be commendable. However, I must note that the characters seemed rather derivative of those in traditional noir fiction, lacking in depth and originality.",,,1,0
61280566,"Night Angel Nemesis (The Kylar Chronicles, #1)",Brent Weeks,"Weeks, Brent",,"=""0316554901""","=""9780316554909""",0,4.08,Orbit,Hardcover,838,2023,2023,,2023/04/01,to-read,to-read (#345),to-read,,,,0,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",0,3.97,Del Rey,Hardcover,336,2020,2020,,2023/03/19,to-read,to-read (#344),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",5,4.21,Bantam Books,Hardcover,224,2004,1950,2023/03/15,2023/03/12,,,read,Excellent insight into potential futures of AI. ,,,1,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",5,4.37,"Creative Education, Inc.",Library Binding,32,1997,1973,2023/03/12,2022/10/21,,,read,"A burdensome and irritating read, it is a simplified metaphor of how we live in a capitalistic society: some suffer interminably for others to live joyous and fulfilling lives. Those of us not suffering must choose to live knowing the suffering of the others, or leave society, because it seems unchangeable.",,,1,0
1484165,The Problem Of Cell 13,Jacques Futrelle,"Futrelle, Jacques",,"=""1419179047""","=""9781419179044""",3,3.67,Kessinger Publishing,Paperback,48,2004,1905,2023/03/11,2023/03/11,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2023/03/11,to-read,to-read (#343),to-read,,,,0,0
13821,Lord of Light,Roger Zelazny,"Zelazny, Roger",,"=""0060567236""","=""9780060567231""",0,4.06,Harper Voyager,Paperback,296,2010,1967,,2023/03/11,to-read,to-read (#342),to-read,,,,0,0
1455439,"Nightside the Long Sun (The Book of the Long Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0812516257""","=""9780812516258""",0,4.07,Tor Books,Paperback,333,1993,1993,,2023/03/11,to-read,to-read (#341),to-read,,,,0,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,4.01,Tor Books,Hardcover,384,2006,2006,,2023/03/11,to-read,to-read (#340),to-read,,,,0,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,,2023/03/11,to-read,to-read (#339),to-read,,,,0,0
22590,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""8498000831""","=""9788498000832""",0,4.11,La factoría de ideas,Paperback,288,2004,1969,,2023/03/11,to-read,to-read (#338),to-read,,,,0,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",5,4.53,Tor Books,Hardcover,556,2008,2008,2023/03/11,2022/11/15,,,read,Masterful storytelling. Very well tied together. I was unsure if this was planned from the first book but I now think this is so.,,,1,0
26228034,The Obelisk Gate (The Broken Earth #2),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.30,Orbit,Paperback,410,2016,2016,,2023/03/06,to-read,to-read (#337),to-read,,,,0,0
4935,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor",David McDuff,"=""0140449248""","=""9780140449242""",0,4.37,Penguin Books Ltd,Paperback,1013,2003,1880,,2023/03/06,to-read,to-read (#336),to-read,,,,0,0
23168817,The Dark Forest (The Three-Body Problem #2),Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",5,4.42,Tor Books,Hardcover,512,2015,2008,2023/03/05,2022/11/15,,,read,"The Dark Forest, a masterpiece of science fiction by Cixin Liu, is an exceptional work of art that showcases the intersection of scientific research and visionary imagination. Through a carefully crafted narrative that spans centuries and galaxies, Liu explores the intricacies of astrophysics, cognitive science, and sociology, providing readers with a glimpse into the intricacies of the universe and the complexities of human nature.<br/><br/>There is seamless integration of scientific concepts into the plot, making this a compelling read for anyone interested in the natural sciences. Liu's deep understanding of physics and astronomy is evident throughout the novel, from the portrayal of the ""droplet"" spaceship's complex propulsion system to the detailed explanations of the gravitational waves generated by black hole mergers. The skillful use of scientific concepts in the novel's central conflict between humanity and the enigmatic Trisolarans offers a thought-provoking exploration of the possibilities and limitations of interstellar communication.<br/><br/>The true genius of The Dark Forest lies in its ability to weave scientific speculation into a narrative that is simultaneously gripping and emotionally resonant. Liu's exploration of the ""dark forest"" theory of interstellar communication, which postulates that civilizations in the universe must remain hidden from one another to avoid mutual destruction, is a testament to his imaginative prowess. The nuanced portrayal of the human psyche in the face of an existential threat is a masterful meditation on the nature of fear, hope, and the will to survive.",,,1,0
10686573,"A Dictionary Of Thoughts: Being A Cyclopedia Of Laconic Quotations From The Best Authors Of The World, Both Ancient And Modern (1908)",Tryon Edwards,"Edwards, Tryon",,"=""1164470140""","=""9781164470144""",0,4.14,Kessinger Publishing,Hardcover,724,2010,1933,,2023/03/04,to-read,to-read (#335),to-read,,,,0,0
24213,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel","=""""","=""""",4,4.06,Penguin Group (USA),Paperback,239,2000,1871,2023/02/27,2021/04/23,,,read,I didn't enjoy it but I certainly respect it as a cornerstone of children's literature.,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",5,4.31,Scribner,Paperback,288,2006,2005,2023/02/23,2020/06/14,,,read,"This is a riveting memoir that tells the story of a dysfunctional family navigating poverty, addiction, and mental illness. Walls' ability to create believable and flawed characters is truly exceptional; she crafts individuals that readers can simultaneously love and hate.<br/><br/>Walls paints a vivid picture of her unconventional (to say the least) upbringing and her family's struggles to make ends meet. Despite her parents' irresponsible behavior and their inability to provide a stable home life, Walls manages to convey their humanity in a way that elicits sympathy and understanding from readers, while simultaneously invoking a hatred that parents can be so narcissistic - and blind to the basic needs of their children.<br/><br/>One of the most remarkable aspects of The Glass Castle is the depth of character development that Walls achieves. Her portrayal of her father, in particular, is both heartbreaking and frustrating, as readers are forced to confront the reality of his addiction and his refusal to take responsibility for his actions. Yet, even in his darkest moments, Walls finds a way to show the complexity of his personality, making it difficult for readers to write him off completely.<br/><br/>Similarly, Walls' portrayal of her mother is nuanced and multifaceted. Despite her obvious flaws, readers are able to see her love for her children and her attempts to provide them with a sense of wonder and creativity. Walls does not shy away from showing the destructive aspects of her mother's behavior, but she also highlights her positive qualities in a way that humanizes her and makes her relatable (the chocolate bar scene in particular - who doesn't occasionally want to steal away and eat some chocolate - how understandable! - though not when your children are starving next to you).<br/><br/>This memoir is powerful and moving, it is moreish and resonates with readers, even those without the squalorous upbringing Walls' experienced. Her ability to create complex and believable characters is a testament to her skill as a writer, and her ability to elicit empathy from her audience is a testament to her humanity.",,,1,0
58330567,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,"Brown, Brené",Gavin Aung Than,"=""0399592555""","=""9780399592553""",0,4.32,Random House,Hardcover,301,2021,2021,,2023/02/22,to-read,to-read (#334),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.08,Knopf,Hardcover,259,2022,2022,,2023/02/22,to-read,to-read (#333),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.40,Ecco,Hardcover,360,2022,2022,,2023/02/22,to-read,to-read (#332),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",0,4.18,Knopf,Hardcover,401,2022,2022,,2023/02/22,to-read,to-read (#331),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.36,Harper Business,Hardcover,274,2016,2016,,2023/02/22,to-read,to-read (#330),to-read,,,,0,0
21412226,"The Like Switch: An Ex-FBI Agent's Guide to Influencing, Attracting, and Winning People Over (1) (The Like Switch Series)",Jack Schafer,"Schafer, Jack",Marvin Karlins,"=""1476754489""","=""9781476754482""",0,3.90,Atria Books,Paperback,288,2015,2015,,2023/02/22,to-read,to-read (#329),to-read,,,,0,0
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.22,Gallery Books,Paperback,288,1998,1936,,2023/02/22,to-read,to-read (#328),to-read,,,,0,0
2267195,The Story of an Hour,Kate Chopin,"Chopin, Kate",,"=""078915479X""","=""9780789154798""",0,4.07,Perfection Learning,Paperback,32,2001,1894,,2023/02/22,to-read,to-read (#327),to-read,,,,0,0
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.18,Allyn & Bacon,Hardcover,105,1999,1918,,2023/02/22,to-read,to-read (#326),to-read,,,,0,0
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",0,4.06,Touchstone,Paperback,243,1998,1985,,2023/02/22,to-read,to-read (#325),to-read,,,,0,0
54125979,The Best of Brevity: Twenty Years of Groundbreaking Flash Nonfiction,Zoë Bossiere,"Bossiere, Zoë","Dinty W. Moore, Brenda Miller, Sonja Livingston, Ira Sukrungruang, Diane Seuss, Daisy Hernández, Brian  Doyle, Amy Butcher, Abigail Thomas, Sandra Gail Lambert, Ander Monson, Rebecca McClanahan, Alexis Wiggins, Samuel Autman, Kathryn Miller, Danielle Geller, Joey Franklin, Erin Murphy, Jenny Boully, Brian Trapp, Deborah Taffa, Lori Jakiela, Jamila Osman, Patricia Park, Suzanne Farrell Smith, Steven Church, Jill Christman, Robert Root, Torrey Peters, Dani Johannesen, Matthew Gavin Frank, Thao Thai, Jennifer Sinor, Marcia Aldrich, Joe Oestreich, Traci Brimhall, Rajpreet Heir, Bret Lott, Tessa Fontaine, Vincent Scarpa, Christina Tang-Bernas, Erika Dreifus, J.D. Schraffenberger, Pam Durban, Josey Foo, Kyle Minor, Nicole Walker, Krys Malcolm Belc, Christine Byl, Mark Stricker, Shuly Xóchitl Cawood, Jia Tolentino, Sam Stokley, Nicole Cyris, Laurie Lynn Drummond, Kristen Radtke, Bouiyan Chen, Jennie Chia-Hui Chu, Michelle Otero, Sarah J. Lin, Anna Vodicka, Jule Marie Wade, Michael Martone, A. Papatya Bucak, Michelle Valois, Jaquira Díaz, Lia Purpura, Julie Hakim Azzam, Deesha Philyaw, Nina Boutsikaris, Charlotte Gullick, Brian Arundel, John A. McDermott, Jill Talbot, Lee Martin, Harrison Candelaria Fletcher, Sam Kiss, B.J. Hollars, Beverly Donofrio, Matthew Komatsu, Randon Billings Noble, Heather Sellers, Dustin Parsons, Sonya Huber, Debra Marquart, Roxane Gay","=""""","=""9781941628249""",0,4.31,Rose Metal Press,Paperback,276,2020,2020,,2023/02/22,to-read,to-read (#324),to-read,,,,0,0
55881,Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,"Bishop, Christopher M.",,"=""0387310738""","=""9780387310732""",0,4.32,Springer,Hardcover,738,2006,2006,,2023/02/22,to-read,to-read (#323),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.21,Chelsea Green Publishing,Paperback,218,2008,2008,,2023/02/22,to-read,to-read (#322),to-read,,,,0,0
22476,The Origins of the Urban Crisis: Race and Inequality in Postwar Detroit,Thomas J. Sugrue,"Sugrue, Thomas J.",,"=""0691121869""","=""9780691121864""",0,4.23,Princeton University Press,Paperback,416,2005,1996,,2023/02/22,to-read,to-read (#321),to-read,,,,0,0
40214998,Everything Lost Is Found Again: Four Seasons in Lesotho,Will  McGrath,"McGrath, Will",,"=""1945814624""","=""9781945814624""",0,4.39,Dzanc Books,Paperback,224,2018,,,2023/02/22,to-read,to-read (#320),to-read,,,,0,0
60926,"Lilith's Brood (Xenogenesis, #1-3)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446676101""","=""9780446676106""",0,4.37,Grand Central Publishing,Paperback,746,2000,1987,,2023/02/22,to-read,to-read (#319),to-read,,,,0,0
353602,Words of Fire: An Anthology of African-American Feminist Thought,Beverly Guy-Sheftall,"Guy-Sheftall, Beverly",,"=""1565842561""","=""9781565842564""",0,4.46,The New Press,Paperback,577,1995,1995,,2023/02/22,to-read,to-read (#318),to-read,,,,0,0
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""""","=""""",5,4.37,Hill & Wang,Paperback,120,2006,1956,2023/02/21,2021/05/12,,,read,My words cannot add to the substance and grief expressed in this text. ,,,1,0
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",4,4.38,Tor Books,Hardcover,590,2007,2007,2022/09/30,2022/08/26,,,read,I enjoyed the first book but this is in a different league. Wow.,,,1,0
59802037,What We Owe the Future,William MacAskill,"MacAskill, William",,"=""1541618629""","=""9781541618626""",4,3.85,Basic Books,Hardcover,335,2022,2022,2023/02/17,2023/01/20,,,read,"As an AI researcher, I found the book ""What We Owe the Future"" to be a thought-provoking and insightful exploration of the ethical challenges that arise from our increasing technological capabilities and the potential impact on future generations.<br/><br/>The author offers a nuanced and interdisciplinary perspective on the complex issues surrounding the development and deployment of new technologies, and provides a surprisingly optimistic perspective on the survival of humanity. He emphasizes the importance of taking a long-term view of our actions and considering their impact on future generations.<br/><br/>MacAskill argues that we have a moral obligation to consider the interests of future generations in our decision-making and to act in ways that ensure the long-term sustainability of human society and the natural environment. <br/><br/>I only wish more detail and discussion was provided, I feel that this is a just cause worthy of deeper exploration in all aspects touched upon. ",,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""0140280197""","=""9780140280197""",0,4.13,Penguin Books,Paperback,452,2000,1998,,2023/02/15,to-read,to-read (#317),to-read,,,,0,0
18528190,Men Explain Things to Me,Rebecca Solnit,"Solnit, Rebecca",,"=""1608463869""","=""9781608463862""",0,3.84,Haymarket Books,Paperback,130,2014,2014,,2023/02/15,to-read,to-read (#316),to-read,,,,0,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",0,4.07,Dell Publishing,Paperback,303,1999,1973,,2023/02/15,to-read,to-read (#315),to-read,,,,0,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.07,Ballantine Books,Mass Market Paperback,296,1987,1928,,2023/02/15,to-read,to-read (#314),to-read,,,,0,0
22929741,The Argonauts,Maggie Nelson,"Nelson, Maggie",,"=""1555977073""","=""9781555977078""",0,4.02,Graywolf Press,Hardcover,160,2015,2015,,2020/09/16,abandoned,abandoned (#28),abandoned,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",5,4.23,MTV Books/Pocket Books,Paperback,213,1999,1999,2023/02/14,2020/06/14,,,read,"I was expecting a pretentious waste of time. Not sure why, in retrospect. This is a beautiful story, touching and fills the reader with compassion.",,,1,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.24,Tor Books,Kindle Edition,318,2007,2005,,2023/02/11,to-read,to-read (#313),to-read,,,,0,0
44071899,Fair Play: A Game-Changing Solution for When You Have Too Much to Do (And More Life to Live),Eve Rodsky,"Rodsky, Eve",,"=""""","=""""",4,3.56,G.P. Putnam's Sons,Kindle Edition,352,2019,2019,2023/02/11,2023/01/27,,,read,"Mostly aimed at middle class mothers, I still found this useful to reflect on how domestic chores are divied up.",,,1,0
25666046,The North Water,Ian McGuire,"McGuire, Ian",,"=""1627795944""","=""9781627795944""",3,3.98,Henry Holt and Co.,Hardcover,255,2016,2016,2023/02/07,2020/04/02,,,read,,,,1,0
60382387,Rorkh #1,Vova Bo,"Bo, Vova",,"=""""","=""""",0,4.44,Magic Dome Books,Kindle Edition,587,2022,,,2023/02/06,to-read,to-read (#312),to-read,,,,0,0
