Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, William Hootkins, Rockwell Kent, Anton Lomaev","=""0142437247""","=""9780142437247""",3,3.54,Penguin Classics ,Paperback,720,2003,1851,2020/10/06,2020/03/26,,,read,A masterpiece that is exceptionally dull.,,,1,0
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",5,3.98,Ballantine Del Rey,Mass Market Paperback,710,2003,2000,2020/10/02,2020/03/26,,,read,I don't know if I'm more impressed by the incredible imaginative designs produced by Melville's mind or the grim expression at the pointlessness of life.<br/><br/>5/5 worth being depressed from.,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",0,4.38,Random House,Hardcover,475,2010,2010,,2020/09/16,to-read,to-read (#90),to-read,,,,0,0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""142311339X""","=""9781423113393""",0,4.31,Disney-Hyperion Books,Hardcover,576,2010,2010,,2020/09/16,to-read,to-read (#89),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.43,Riverhead Books,Hardcover,372,2007,2007,,2020/09/16,to-read,to-read (#88),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2020/09/16,to-read,to-read (#87),to-read,,,,0,0
23302416,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",Raquel Jaramillo,"=""""","=""""",0,4.37,Corgi Childrens,Paperback,318,2013,2012,,2020/09/16,to-read,to-read (#86),to-read,,,,0,0
30852,The Woman Warrior,Maxine Hong Kingston,"Kingston, Maxine Hong",,"=""0679721886""","=""9780679721888""",0,3.73,Vintage,Paperback,204,1989,1976,,2020/09/16,to-read,to-read (#85),to-read,,,,0,0
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.38,DC Comics,Paperback,416,2005,1987,,2020/09/16,to-read,to-read (#84),to-read,,,,0,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2020/09/16,to-read,to-read (#83),to-read,,,,0,0
13145,"Along Came a Spider (Alex Cross, #1)",James Patterson,"Patterson, James",,"=""0446692638""","=""9780446692632""",0,4.13,Grand Central Publishing,Paperback,449,2003,1993,,2020/09/16,to-read,to-read (#82),to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2020/09/16,to-read,to-read (#81),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.26,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2020/09/13,to-read,to-read (#80),to-read,,,,0,0
37845813,Things They Left Behind,Stephen King,"King, Stephen",,"=""""","=""""",4,3.88,,Mass Market Paperback,41,2005,,2020/09/13,2020/09/11,,,read,Good short story. Bit sad at the lack of explanation of the potentially supernatural phenomena but mystery isn't always bad either.,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",4,3.92,Plume,Paperback,231,2003,1982,2017/09/16,2020/09/11,,,read,,,,1,0
60229,Halo: The Fall of Reach,Eric S. Nylund,"Nylund, Eric S.",,"=""0345451325""","=""9780345451323""",0,4.26,Del Rey,Paperback,352,2001,2001,,2020/09/07,to-read,to-read (#78),to-read,,,,0,0
6346098,The House on Maple Street: and Other Stories,Stephen King,"King, Stephen","Tabitha King, Robert B. Parker, Stephen J. Gould","=""0743598210""","=""9780743598217""",3,3.62,Simon & Schuster Audio,Audio CD,5,2009,2009,2020/09/07,2020/08/17,,,read,,,,1,0
50642602,"The Little Book of Humanism: Universal Lessons on Finding Purpose, Meaning and Joy",Andrew Copson,"Copson, Andrew",Alice Roberts,"=""0349425469""","=""9780349425467""",0,4.11,Piatkus,Hardcover,256,2020,2020,,2020/08/28,to-read,to-read (#77),to-read,,,,0,0
33229109,"Riddle-Master: The Complete Trilogy (Riddle-Master, #1-3)",Patricia A. McKillip,"McKillip, Patricia A.",,"=""""","=""9781101662151""",0,4.22,Ace,ebook,,1999,1976,,2020/08/19,to-read,to-read (#76),to-read,,,,0,0
263021,Dreamsnake,Vonda N. McIntyre,"McIntyre, Vonda N.",,"=""0553296590""","=""9780553296594""",0,3.87,Spectra,Mass Market Paperback,312,1994,1978,,2020/08/19,to-read,to-read (#75),to-read,,,,0,0
102267,Our Lady of Darkness,Fritz Leiber,"Leiber, Fritz",,"=""0441644171""","=""9780441644179""",0,3.62,Ace,Mass Market Paperback,183,1984,1977,,2020/08/19,to-read,to-read (#74),to-read,,,,0,0
218427,"Gateway (Heechee Saga, #1)",Frederik Pohl,"Pohl, Frederik",,"=""0345475836""","=""9780345475831""",0,4.06,Del Rey,Paperback,278,2004,1977,,2020/08/19,to-read,to-read (#73),to-read,,,,0,0
9961,Atonement,Ian McEwan,"McEwan, Ian",,"=""""","=""""",4,3.94,Vintage Books,Paperback,375,2002,2001,2008/01/01,2015/04/28,,,read,,,,1,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,William Morrow,Kindle Edition,635,2011,2001,2017/01/01,2019/03/03,,,read,,,,1,0
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",5,3.90,Houghton Mifflin Co.,Hardcover,374,2006,2006,2014/01/01,2015/04/21,,,read,,,,1,0
1037549,"Orcs (Orcs: First Blood, #1-3)",Stan Nicholls,"Nicholls, Stan",,"=""0575074876""","=""9780575074873""",5,3.43,Gollancz,Paperback,711,2004,2002,2008/01/01,2015/04/21,,,read,,,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",5,3.96,Harper Press,Paperback,273,2005,-400,2017/01/01,2019/07/05,,,read,,,,1,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""""","=""""",3,3.74,Washington Square Press,Mass Market Paperback,281,2002,1597,2007/01/01,2015/04/21,,,read,,,,1,0
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,"=""""","=""""",5,4.01,Castle,Hardcover,703,2004,1859,2014/01/01,2015/04/21,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Bernard Knox, Robert Fagles","=""0143039954""","=""9780143039952""",5,3.81,Penguin Classics ,Paperback,541,2006,-700,2006/01/01,2015/04/21,,,read,,,,1,0
7825820,Reason and Responsibility: Readings in Some Basic Problems of Philosophy,Joel Feinberg,"Feinberg, Joel","Russ Shafer-Landau, Richard Swinburne, William  James, Blaise Pascal, Simon Blackburn, John L. Pollock, Anselm of Canterbury, Bertrand Russell, René Descartes, John Locke, George Berkeley, Thomas Reid, Karl Popper, Frank Jackson, Peter Carruthers, John Rogers Searle, Derek Parfit, Daniel C. Dennett, William L. Rowe, A.J. Ayer, Walter Terence Stace, Robert H. Kane, Paul-Henri Thiry, Derk Pereboom, James Rachels, Harry G. Frankfurt, Thomas Nagel, Thomas Aquinas, Susan R. Wolf, Samuel Clarke, William Paley, David Hume, Fyodor Dostoevsky, Friedrich Nietzsche, Plato, Mary Midgley, Aristotle, Thomas Hobbes, John Rawls, Immanuel Kant, John Stuart Mill, Peter Singer, William Kingdon Clifford, Alan M. Turing, J.L. Mackie, George Edward Moore, Gaunilo of Marmoutiers, Roderick M. Chisholm, John R. Perry","=""0495500690""","=""9780495500698""",5,3.75,Thomson Wadsworth,Paperback,726,2008,1978,2009/01/01,2015/04/28,,,read,,,,1,0
110688,"Crystal Gorge (The Dreamers, #3)",David Eddings,"Eddings, David",Leigh Eddings,"=""0446613312""","=""9780446613316""",3,3.40,Hachette Book Group,Mass Market Paperback,560,2006,2005,2009/01/01,2019/05/16,,,read,,,,1,0
6712930,Human-Computer Interaction (FastTrack),Serengul Smith-Atakan,"Smith-Atakan, Serengul",,"=""1844804542""","=""9781844804542""",5,3.75,Cengage Learning,Paperback,218,2006,2006,2012/01/01,2015/04/28,,,read,,,,1,0
1652954,Building Portals with the Java Portlet API (Expert's Voice),Dave Minter,"Minter, Dave",Jeff Linwood,"=""1590592840""","=""9781590592847""",3,2.75,Apress,Paperback,393,2004,2004,2011/01/01,2015/04/28,,,read,,,,1,0
8411749,"The Rogue (Traitor Spy Trilogy, #2)",Trudi Canavan,"Canavan, Trudi",,"=""184149593X""","=""9781841495934""",3,4.04,Orbit,Hardcover,495,2011,2011,2007/01/01,2019/05/10,,,read,,,,1,0
8785374,"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,"Pratchett, Terry",,"=""038561926X""","=""9780385619264""",5,4.18,Doubleday UK,Hardcover,378,2011,2011,2013/01/01,2015/04/21,,,read,,,,1,0
18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick,"Mitnick, Kevin D.","William   L.    Simon, Steve Wozniak","=""076454280X""","=""9780764542800""",4,3.76,Wiley,Paperback,352,2003,2001,2016/01/01,2019/05/10,,,read,,,,1,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",5,3.85,Orbit,Paperback,467,1988,1987,2016/01/01,2018/12/05,,,read,,,,1,0
9640165,Liferay in Action: The Official Guide to Liferay Portal Development,Rich Sezov,"Sezov, Rich",,"=""193518282X""","=""9781935182825""",1,3.07,Manning,Paperback,376,2011,2011,2011/01/01,2015/04/28,,,read,,,,1,0
12042430,An Introduction to the DLNA Architecture: Network Technologies for Media Devices,Edwin A. Heredia,"Heredia, Edwin A.",,"=""0470881267""","=""9780470881262""",1,2.33,Wiley,Hardcover,418,2011,2011,2012/01/01,2015/04/28,,,read,,,,1,0
133664,"Academ's Fury (Codex Alera, #2)",Jim Butcher,"Butcher, Jim",,"=""0441013406""","=""9780441013401""",5,4.27,Ace,Paperback,702,2010,2005,2017/01/01,2015/07/23,,,read,,,,1,0
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",5,4.28,HarperCollins,Paperback,293,1997,1988,2013/01/01,2015/04/21,,,read,,,,1,0
29394,"Cursor's Fury (Codex Alera, #3)",Jim Butcher,"Butcher, Jim",,"=""0441014348""","=""9780441014347""",5,4.36,Ace Hardcover,Hardcover,442,2006,2006,2017/01/01,2015/07/23,,,read,,,,1,0
18215192,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211530""","=""9781473211537""",3,4.27,Gollancz,Paperback,384,2015,1992,2017/01/01,2019/05/10,,,read,,,,1,0
2903736,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,"Butcher, Jim",,"=""0441016383""","=""9780441016389""",4,4.37,Ace,Hardcover,386,2008,2008,2016/01/01,2015/07/23,,,read,,,,1,0
346087,"Captain's Fury (Codex Alera, #4)",Jim Butcher,"Butcher, Jim",,"=""0441015271""","=""9780441015276""",5,4.37,Ace Hardcover,Hardcover,451,2007,2007,2016/01/01,2015/07/23,,,read,,,,1,0
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",3,4.39,hpmor.com & fanfiction.net,ebook,2184,2015,2015,2019/01/01,2015/04/21,,,read,,,,1,0
4143812,Discourses and Selected Writings,Epictetus,"Epictetus, Epictetus",Robert Dobbin,"=""0140449469""","=""9780140449464""",5,4.42,Penguin Books,Paperback,276,2008,108,2019/01/01,2019/05/10,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,1997/01/01,2015/04/21,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,2003/01/01,2015/04/21,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2007/08/01,2015/04/21,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,2000/01/01,2015/04/21,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,1999/01/01,2015/04/21,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,2006/01/01,2015/04/21,,,read,,,,1,0
4278508,Comparative Programming Languages (3rd Edition),Robert G. Clark,"Clark, Robert G.",,"=""0201710129""","=""9780201710120""",5,4.62,Addison-Wesley,Paperback,392,2000,2000,2010/01/01,2015/04/28,,,read,,,,1,0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",4,4.28,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2020/08/07,2020/07/21,,,read,,,,1,0
21348,Aesop’s Fables,Aesop,"Aesop, Aesop","Laura Harris, V.S. Vernon Jones, Edward Julius Detmold, G.K. Chesterton, Laura   Gibbs","=""0192840509""","=""9780192840509""",0,4.05,Oxford University Press,Paperback,352,2003,-560,,2020/07/29,to-read,to-read (#72),to-read,,,,0,0
37905008,The Enchiridion,Epictetus,"Epictetus, Epictetus",,"=""""","=""""",5,4.24,,Kindle Edition,63,2017,125,2018/08/01,2019/05/10,,,read,,,,1,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2020/07/23,to-read,to-read (#71),to-read,,,,0,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.16,Hodder & Stoughton,Paperback,288,2005,1966,,2020/07/23,to-read,to-read (#70),to-read,,,,0,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,3.98,HarperCollins EOS,Paperback,334,2006,1959,,2020/07/23,to-read,to-read (#69),to-read,,,,0,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,4.01,Ace Books,Mass Market Paperback,264,1987,1959,,2020/07/23,to-read,to-read (#68),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",2,4.29,Modern Library,Paperback,279,2000,1813,2020/07/21,2020/06/14,,,read,,,,1,0
30554960,BIO-INSPIRED COMPUTING MODELS AND ALGORITHMS,Tao Song,"Song, Tao","Pan Zheng, Mou Ling Dennis Wong","=""9813143177""","=""9789813143173""",0,0.0,World Scientific Publishing Company,Hardcover,300,2019,,,2020/07/20,to-read,to-read (#67),to-read,,,,0,0
68333,"Beggars in Spain (Sleepless, #1)",Nancy Kress,"Kress, Nancy",,"=""0060733489""","=""9780060733483""",4,3.93,Harper Voyager,Paperback,400,2004,1993,2020/07/18,2020/07/13,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",4,4.28,Penguin Books,Paperback,254,2006,180,2020/07/14,2019/07/05,,,read,"Emperor Aurelius provides wisdom from a life lived by few, and with wisdom not considered by most. His meditations are a must read for any budding stoic - or any opposing stoicism. While technically a short read, I spent many months reading this, slowly returning to read a few entries, then mulling over them in the intervening time. <br/><br/>Much of the wisdom within this text is comprised of repeated considerations for differing settings, so it can feel like you are re-reading the previous page, sometimes. <br/><br/>I wrote five pages or so of my favourite quotes I want to reconsider over time, here are a select few:<br/><br/>BOOK 3-4: Do not waste the remainder of thy life in thoughts about others, when thou dost not refer thy thoughts to some object of common utility. For thou losest the opportunity of doing something else when thou hast such thoughts as these.<br/><br/>BOOK 3-10: Throwing away then all things, hold to these only which are few; and besides bear in mind that every man lives only this present time, which is an indivisible point, and that all the rest of his life is either past or it is uncertain. Short then is the time which every man lives, and small the nook of the earth where he lives; and short too the longest posthumous fame, and even this only continued by a succession of poor human beings, who will very soon die, and who know not even themselves, much less him who died long ago.<br/><br/>(slightly different translation of 3-10, and a great standalone quote): Brief is man's life and small the nook of the earth where he lives. <br/><br/>BOOK 5-6: ...As a horse when he has run, a dog when he has tracked the game, a bee when it has made the honey, so a man when he has done a good act, does not call out for others to come and see, but he goes on to another act, as a vine goes on to produce again the grapes in season.<br/><br/>BOOK 8-4: Consider that men will do the same things nevertheless, even though thou shouldst burst with rage.<br/><br/>BOOK 8-42: It is not fit that I should give myself pain, for I have never intentionally given pain even to another.<br/><br/>BOOK 9-16: Not in passivity, but in activity lie the evil and the good of the rational social animal, just as his virtue and his vice lie not in passivity, but in activity.",,,1,0
34114630,"Adam's Cross (Witchfinder, #1)",Elizabeth Wixley,"Wixley, Elizabeth",E.M.G. Wixley,"=""""","=""""",3,4.02,Tree of Life Publishing,Kindle Edition,213,2017,2014,2020/07/13,2020/07/12,,,read,"I received this for free.<br/><br/>I enjoyed it. I didn't find it great, but I didn't find it bad, either. It was enjoyable, and refreshingly cross-genre. ",,,1,0
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",1,4.15,Signet Classics,Paperback,449,2004,1868,2020/07/12,2020/07/01,,,read,"""Try not to see works of the past through the lens of modern day"".<br/><br/>I failed that.<br/><br/>This is so entrenched in idyllic Christian fantasies of nuclear family structures and women's firm place in the family, being sewing, producing many children, and petting down the men-folk when they come home from work, then returning quickly to look after the children. <br/><br/>I find myself being surprised and disgusted by norms of the time, and the incredulously sanitised perspective. <br/><br/>I read this because it's ""A classic, and a masterpiece all should read."". Perhaps it once was - and my wife told me it is deemed feminist literature for it's time. Perhaps it should stay in the past, then, it truly comes off as toxic to me.<br/><br/>Admittedly; this has given me a view into the extreme difficulties women experienced in the past, and aided in my view of difficulties existing today for women. It is good to read, in the sense that Mein Kampf is good read, in order to set your moral compass into the opposite direction. <br/><br/>There is a clear lack of plot throughout this surprisingly lengthy piece. Again, my wife described this as a character study to me, and I agree - if we only study the characters through a puritan lens, on sins existing to be expunged and otherwise dull characteristics and traits.<br/><br/>I was also shocked at the chapter where Jo, a young aspiring writer, manages to sell some stories to a local publisher in New York, then confronted about it by a professor:<br/><br/>""There is a demand for whisky, but I think you and I do not care to sell it. If the respectable people knew what harm they did, they would not feel that the living was honest. They haf no right to put poison in the sugarplum, and let the small ones eat it. No, they should think a little, and sweep mud in the street before they do this thing.""<br/><br/>The only description of her writings is that they are ""sensational"". This young author should completely give up her passion and career she is successfully pursuing because she's writing sensationalist pieces? What an awful moral to this story. Ironically, the professor thinks she should give up writing because there is a lack of morality in the writing. <br/><br/>""After all, why should a woman bother writing anything other than incredibly passive aggressive Christian fan fiction, when her place otherwise is birthing like a shackled farm cow?"" - Louisa May Alcott, probably.<br/><br/>I don't think this book should be banned, removed from bookshelves in libraries or removed from school curriculums. I do think this should be read, I don't think this should be described as one of the ""best pieces of literature of our time"", as I've seen it referred to in critical reviews and advertised as such on book covers. I say this because I read this in the Audible series of ""10 Masterpieces You Have to Read Before You Die"". ",true,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.01,Norton,Paperback,488,1986,1897,,2020/07/05,abandoned,abandoned (#1),abandoned,,,,0,0
101869,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,"Stross, Charles",,"=""0441013651""","=""9780441013654""",0,3.90,Ace,Paperback,345,2006,2004,,2020/07/05,to-read,to-read (#66),to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",3,4.19,W. W. Norton & Company,Paperback,224,2018,1996,2020/07/01,2020/03/26,,,read,,,,1,0
36341204,"What If It's Us (What If It's Us, #1)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0062795252""","=""9780062795250""",0,3.82,HarperTeen,Hardcover,437,2018,2018,,2020/06/30,to-read,to-read (#65),to-read,,,,0,0
19547856,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,"Albertalli, Becky",,"=""0062348671""","=""9780062348678""",0,4.16,Balzer + Bray,Hardcover,320,2015,2015,,2020/06/30,to-read,to-read (#64),to-read,,,,0,0
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250135028""","=""9781250135025""",0,4.18,Wednesday Books,Paperback,522,2017,2015,,2020/06/30,to-read,to-read (#63),to-read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2020/06/30,to-read,to-read (#62),to-read,,,,0,0
30169100,"The Burning White (Lightbringer, #5)",Brent Weeks,"Weeks, Brent",,"=""0316251305""","=""9780316251303""",2,4.26,Orbit,Hardcover,960,2019,2019,2020/06/28,2020/06/21,,,read,"Really enjoyed the series, I felt this book was uninspired and more of a lecture on religion than anything. I quite enjoy the flawed Gods throughout the series but the perfect deity presented in this book was all too hand-wavy and deus ex machina. Disappointed. ",,,1,0
29467232,"The Blood Mirror (Lightbringer, #4)",Brent Weeks,"Weeks, Brent",,"=""031625133X""","=""9780316251334""",5,4.33,Orbit,Hardcover,704,2016,2015,2020/06/16,2020/06/06,,,read,,,,1,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.15,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,,2020/06/14,to-read,to-read (#61),to-read,,,,0,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.30,Penguin Books,Paperback,487,2005,2001,,2020/06/14,to-read,to-read (#60),to-read,,,,0,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2020/06/14,to-read,to-read (#59),to-read,,,,0,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",0,4.11,Algonquin Books,Paperback,368,2007,2006,,2020/06/14,to-read,to-read (#58),to-read,,,,0,0
99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525467564""","=""9780525467564""",0,4.36,Dutton Juvenile,Hardcover,161,2001,1926,,2020/06/14,to-read,to-read (#57),to-read,,,,0,0
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",0,4.29,HarperCollins Publishers,Paperback,496,2006,1943,,2020/06/14,to-read,to-read (#56),to-read,,,,0,0
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",0,4.08,Avon Books,Mass Market Paperback,478,1975,1972,,2020/06/14,to-read,to-read (#55),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,4.34,Riverhead Books,Paperback,371,2004,2003,,2020/06/14,to-read,to-read (#54),to-read,,,,0,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",0,4.14,Katherine Tegen Books,Paperback,487,2012,2011,,2020/06/14,to-read,to-read (#53),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.15,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2020/06/14,to-read,to-read (#52),to-read,,,,0,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""""","=""""",0,4.31,Warner Books,Mass Market Paperback,1037,1999,1936,,2020/06/14,to-read,to-read (#51),to-read,,,,0,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.14,Dutton Books,Hardcover,313,2012,2012,,2020/06/14,to-read,to-read (#50),to-read,,,,0,0
11127,"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0,4.27,HarperCollins,Paperback,767,2014,1956,,2020/06/14,to-read,to-read (#49),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2020/06/14,to-read,to-read (#48),to-read,,,,0,0
18619684,The Time Traveler’s Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""9781939126016""",0,3.99,Zola Books,ebook,537,2013,2003,,2020/06/14,to-read,to-read (#47),to-read,,,,0,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",0,3.89,Norton,Paperback,464,2002,1847,,2020/06/14,to-read,to-read (#46),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",0,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,2020/06/14,to-read,to-read (#45),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.31,Tor,Mass Market Paperback,324,2004,1985,2011/01/01,2020/06/14,,,read,Such a brilliant progression of a protagonist. ,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.34,Scholastic Press,Hardcover,374,2008,2008,,2020/06/14,to-read,to-read (#44),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.15,Penguin,Paperback,532,2003,1847,,2020/06/14,to-read,to-read (#43),to-read,,,,0,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey","=""""","=""""",0,3.75,Vintage,Paperback,783,1990,1922,,2020/06/14,to-read,to-read (#43),to-read,,,,0,0
