Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
30223025,"Dread Nation (Dread Nation, #1)",Justina Ireland,"Ireland, Justina",,"=""0062570609""","=""9780062570604""",4,4.14,Balzer + Bray,Hardcover,455,2018,2018,2023/01/31,2022/02/09,,,read,"Loved the main character - a very cool aesthetic feel to the hunter of the undead, raised in a once ruptured once raptured society - with combat sickles in hand. <br/><br/>The overarching story was rather transparent; there were few plot twists I didn't foresee - but it was still enjoyable all the same.",,,1,0,"2023-01-28,2023-01-31",Historical Fiction|1686;Young Adult|1621;Fantasy|1538;Horror|1203;Ya|1198;Zombies|676;Historical|625;Fiction|617;Alternate History|332;Series|313;Audiobooks|307;Dystopian|278;Paranormal|212;Audio|210;Books I Own|193;Dystopia|182;Science Fiction|170,34092
62190855,"Crystal Awakening (Shattered Legacy, #1)",Andrew Rowe,"Rowe, Andrew",Kayleigh Nicol,"=""1039415024""","=""9781039415027""",0,3.93,Podium Publishing,Kindle Edition,423,2022,2022,,2023/01/12,abandoned,abandoned (#26),abandoned,,,,0,0,,Fantasy|44;Litrpg|10;Audible|5;Fiction|5,935
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",5,4.35,Abrams Press,Hardcover,448,2019,2019,2023/01/27,2023/01/20,,,read,"The book I will recommend to anyone belittling the plight of women even in these modern times, and everyone else, too.",,,1,0,"2023-01-20,2023-01-27",Non Fiction|7847;Feminism|3582;Nonfiction|3295;Science|1233,124901
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""""","=""""",0,4.14,Voyager,Paperback,278,2003,1974,,2023/01/21,to-read,to-read (#283),to-read,,,,0,0,,Science Fiction|5162;Sci Fi|4261;Fiction|1782;Scifi|1080;War|525,168683
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.14,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2023/01/21,to-read,to-read (#282),to-read,,,,0,0,,Science Fiction|2713;Sci Fi|2293;Fiction|950;Scifi|712;Space Opera|457;Sf|312,62257
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2023/01/21,to-read,to-read (#281),to-read,,,,0,0,,Science Fiction|4479;Fiction|1825;Fantasy|451,131776
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",5,3.88,Crown,Hardcover,259,2016,2016,2023/01/20,2023/01/16,,,read,"Not as detailed as I'd hoped from a data science perspective, but that's not the purpose of this book. Instead it enlightened me to the extend of prejudice, bias and human flaws present in data and models in place in industry, academia and government.<br/><br/>A must read for any who work with data, and many who do not.",,,1,0,"2023-01-16,2023-01-20",Non Fiction|1467;Nonfiction|759;Science|582;Technology|393;Politics|354;Tech|296;Math|221;Business|210;Economics|202;Data Science|181,27534
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.86,Oxford University Press,Hardcover,352,2014,2014,,2023/01/20,to-read,to-read (#280),to-read,,,,0,0,,Science|1169;Non Fiction|1067;Philosophy|707;Ai|597;Technology|424;Nonfiction|384;Artificial Intelligence|335;Tech|221;Computer Science|172;Elon Musk|137,18828
62994672,Disability Friendly: How to Move from Clueless to Inclusive,John D. Kemp,"Kemp, John D.",,"=""1119830095""","=""9781119830092""",0,4.00,Wiley,Hardcover,256,2022,,,2023/01/19,to-read,to-read (#279),to-read,,,,0,0,,Disability|2;Disability Illness|1;No Access|1;Disability A11Y|1;Leadership|1;Disability Nonfic|1;Non Fic 2023|1;Disabilities|1;Medical|1;Business Work|1;Ability Summit 2023|1;Books Of 2023|1;Nonfiction|1,32
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.15,Tor.com,ebook,144,2017,2017,2023/01/17,2022/11/19,,,read,Good but a bit too tidily wrapped up for my kind of story.,true,,1,0,"2023-01-15,2023-01-17",Sci Fi|9578;Science Fiction|8301;Fiction|3169;Scifi|2046;Novella|1744;Series|1051,254295
24515554,Simple Sabotage: A Modern Field Manual for Detecting and Rooting Out Everyday Behaviors That Undermine Your Workplace,Robert M. Galford,"Galford, Robert M.","Bob Frisch, Cary Greene","=""0062371606""","=""9780062371607""",0,3.66,HarperOne,Hardcover,212,2015,2015,,2023/01/16,to-read,to-read (#278),to-read,,,,0,0,,Business|8;Non Fiction|6;Management|5;Leadership|3;Work|3;Political|2;Reference|2;Non Fic|2;Self Help|2;History|2;Nonfiction|2;Corporate World|1;Physical Book|1;Library Kcls|1;Focused P2|1;Introduced By Others|1;Writers Resources|1;Business Development|1;Manager|1;Business And Media|1,139
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.31,Orbit,Paperback,468,2015,2015,2023/01/12,2022/09/26,,,read,"This is an extraordinary novel that delves into the intricacies of societal issues with a unique and enthralling narrative. At first, the story appears takes place in a dystopian world where civilization is on the brink of collapse due to constant natural disasters known as ""Seasons."" The society in this world is divided and oppressed, with a ruling class known as ""Orogenes"" who possess the power to control the earth's movements, but are treated as outcasts and enslaved. However, we eventually learn that the nearing apocalypse is caused, at least inadvertently, by the deeply unethical actions of the oppressors.<br/><br/>The author tackles themes such as oppression, inequality, and class division masterfully through the perspectives of three different female characters, each of whom are navigating their own struggles in this brutal world. The novel's focus on a feminine perspective is particularly noteworthy, as it adds a refreshing layer of depth and nuance to the exploration of these themes. The characters are complex and fully realized, making it easy for readers to connect with and understand their struggles. <br/><br/>Jemisin's writing is evocative and atmospheric, immersing readers in the world of the ""Fifth Season"" and making it easy to become emotionally invested in the story. The plot is expertly crafted, with twists and turns that keep the readers on the edge of their seats.<br/><br/>""The Fifth Season"" is a thought-provoking and emotionally charged novel that is both unique and powerful in its exploration of societal issues in a unique fantasy setting. <br/><br/>Trigger warning, however, as there are rare but graphic depictions of sexual assault and violence. ",true,,1,0,"2023-01-01,2023-01-12",Fantasy|18780;Fiction|4186;Sci Fi|3345;Science Fiction|3097,278120
8884400,The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive,Brian Christian,"Christian, Brian",,"=""0385533063""","=""9780385533065""",0,3.94,Knopf Doubleday Publishing Group,Hardcover,303,2011,2011,,2023/01/11,to-read,to-read (#277),to-read,,,,0,0,,Non Fiction|288;Science|198;Nonfiction|151;Philosophy|118;Psychology|92;Technology|61;Tech|30,4571
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119002257""","=""9781119002253""",0,4.40,Wiley,Paperback,288,2015,2015,,2023/01/04,to-read,to-read (#275),to-read,,,,0,0,,Business|264;Data|212;Data Science|206;Non Fiction|197;Design|97;Work|80;Nonfiction|78;Data Visualization|73;Storytelling|42;Data Viz|42;Science|40;Tech|40;Analytics|40;Dataviz|35;Data Analysis|32;Technical|32;Visualization|31;Computer Science|29;Communication|28;Career|28,6955
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.95,W. W. Norton & Company,Paperback,304,2014,2012,,2023/01/04,to-read,to-read (#274),to-read,,,,0,0,,Non Fiction|469;Science|292;Statistics|276;Nonfiction|234;Data Science|176;Business|159;Math|150;Economics|137;Mathematics|121;Data|114;Audible|62;Stats|53,14104
14744694,Python for Data Analysis,Wes McKinney,"McKinney, Wes",,"=""1449319793""","=""9781449319793""",0,4.17,O'Reilly Media,Paperback,400,2012,2011,,2023/01/04,to-read,to-read (#273),to-read,,,,0,0,,Data Science|181;Programming|169;Python|143;Computer Science|75;Data|70;Tech|55;Non Fiction|47;Data Analysis|40;Machine Learning|30;Technical|28;Coding|28;Reference|27;Technology|25;Science|20;Textbooks|19,2293
24346909,Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas C. Müller,"Müller, Andreas C.",Sarah Guido,"=""1449369413""","=""9781449369415""",0,4.36,O'Reilly Media,Paperback,398,2016,2015,,2023/01/04,to-read,to-read (#272),to-read,,,,0,0,,Data Science|72;Machine Learning|60;Programming|46;Python|45;Computer Science|26;Tech|14;Non Fiction|12;Ai|12;Artificial Intelligence|11;Science|11;Ml|10;Data|9;Coding|8;Textbooks|8;Reference|8,550
28646693,Practical Statistics for Data Scientists: 50 Essential Concepts,Peter Bruce,"Bruce, Peter",Andrew Bruce,"=""1491952962""","=""9781491952962""",0,4.02,O'Reilly Media,Paperback,315,2017,,,2023/01/04,currently-reading,currently-reading (#1),currently-reading,,,,1,0,,Data Science|122;Statistics|47;Data|34;Computer Science|25;Math|22;Non Fiction|19,493
52880778,"Red Rising (Red Rising, #1)",Pierce Brown,"Brown, Pierce",,"=""034553980X""","=""9780345539809""",0,4.27,Del Rey,Paperback,400,2014,2014,,2023/01/04,to-read,to-read (#271),to-read,,,,0,0,,Sci Fi|8475;Science Fiction|6979;Fantasy|6368;Fiction|3581;Dystopian|3201;Young Adult|2917;Dystopia|2559;Series|1580;Ya|1497;Scifi|1485;Books I Own|1393;Audiobooks|1132,474720
143534,The Gift of the Magi,O. Henry,"Henry, O.",Lisbeth Zwerger,"=""141693586X""","=""9781416935865""",5,4.11,Simon & Schuster Books for Young Readers,Hardcover,26,2006,1905,2023/01/03,2022/12/31,,,read,"A short and sweet tale of wisdom being the route taken with love, not the route taken with wit, and regardless of outcome it always being the right path.",,,1,0,"2023-01-03,2023-01-03",Classics|2501;Short Stories|1335;Fiction|1077;Christmas|844;Classic|469;Short Story|329,96043
62843219,"The Silence of Unworthy Gods (Arcane Ascension, #4)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",5,4.28,,Kindle Edition,753,2022,2022,2023/01/03,2022/12/28,,,read,"So refreshing to have an LGBTQ friendly fantasy series. Also refreshing to have heroes with realistic mental health issues to go along with the scenarios they face (trauma, ptsd, anxiety).",,,1,0,"2022-12-28,2023-01-03",Fantasy|144;Litrpg|26;Audible|20;Magic|17;Progression Fantasy|16,4204
58724708,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,"=""1250217393""","=""9781250217394""",0,4.15,Tor Trade,Paperback,384,2023,2021,,2023/01/03,to-read,to-read (#270),to-read,,,,0,0,,Fantasy|6882;Fiction|2234;Lgbtq|1747;Romance|1699;Lgbt|1179;Books I Own|1019;Audiobooks|912;Queer|890;Adult|704;Lgbtqia|703,242376
2832370,Biology: The Science of Life,Stephen Nowicki,"Nowicki, Stephen",,"=""1565859278""","=""9781565859272""",4,4.22,The Teaching Company,Audio Cassette,36,2004,2004,2022/12/31,2022/12/27,,,read,,,,1,0,"2022-12-27,2022-12-31",Science|58;Non Fiction|24;Biology|23;Audible|22;Great Courses|19;Audiobooks|11;Nonfiction|9;The Great Courses|9;Audio|6,305
59515764,"Dreadgod (Cradle, #11)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.64,Hidden Gnome Publishing,Kindle Edition,464,2022,2022,2022/12/27,2022/11/16,,,read,,,,1,0,"2022-12-24,2022-12-27",Fantasy|477;Progression Fantasy|74;Fiction|63;Cradle|51;Cultivation|48,20335
57640065,"Reaper (Cradle, #10)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.68,Hidden Gnome Publishing,Kindle Edition,465,2021,2021,2022/12/24,2022/11/16,,,read,,,,1,0,"2022-12-19,2022-12-24",Fantasy|570;Progression Fantasy|79;Fiction|73,23030
33357463,"Improbable Destinies: Fate, Chance, and the Future of Evolution",Jonathan B. Losos,"Losos, Jonathan B.",,"=""0399184929""","=""9780399184925""",0,4.06,Riverhead Books,Hardcover,368,2017,2017,,2022/12/23,to-read,to-read (#269),to-read,,,,0,0,,Science|173;Non Fiction|107;Nonfiction|66;Evolution|47;Biology|35;Nature|28;History|18,1261
31409135,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",4,4.15,Sourcebooks,Hardcover,479,2017,2016,2022/12/21,2022/12/20,,,read,,,,1,0,"2022-12-20,2022-12-21",Non Fiction|5816;Nonfiction|3451;History|3221;Science|1286;Book Club|1045;Audiobooks|716,152952
24099187,"Understanding Genetics: DNA, Genes, And Their Real World Applications",David E. Sadava,"Sadava, David E.",,"=""""","=""""",4,4.16,The Teaching Company,Audible Audio,13,2013,2008,2022/12/19,2022/11/23,,,read,,,,1,0,"2022-11-23,2022-12-19",Science|32;Great Courses|23;Non Fiction|22;Audible|12;Audiobooks|10;Biology|9;Genetics|7;Nonfiction|6;Lectures|4;Audio|4,280
44327636,"The First Step (A Thousand Li, #1)",Tao Wong,"Wong, Tao",,"=""1989458009""","=""9781989458006""",0,4.11,Starlit Publishing,Kindle Edition,367,2019,2019,,2022/12/18,to-read,to-read (#268),to-read,,,,0,0,,Fantasy|214;Cultivation|79;Litrpg|69;Kindle Unlimited|33;Fiction|30;Progression Fantasy|29;Wuxia|28;Xianxia|25,5915
55595995,"Bloodline (Cradle, #9)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.51,Hidden Gnome Publishing,Kindle Edition,378,2021,2021,2022/12/18,2022/11/16,,,read,,,,1,0,"2022-12-16,2022-12-18",Fantasy|643;Progression Fantasy|86;Fiction|72,23610
55423083,"Wintersteel (Cradle, #8)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.70,Hidden Gnome Publishing,Paperback,540,2020,2020,2022/12/16,2022/11/16,,,read,,,,1,0,"2022-12-14,2022-12-16",Fantasy|720;Progression Fantasy|93;Fiction|80,25746
50789354,"Uncrowned (Cradle, #7)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.57,Hidden Gnome Publishing,Kindle Edition,336,2019,2019,2022/12/14,2022/11/16,,,read,,,,1,0,"2022-12-12,2022-12-14",Fantasy|750;Progression Fantasy|96;Audible|87;Fiction|82,26496
43895031,"Underlord (Cradle, #6)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.62,Hidden Gnome Publishing,Kindle Edition,348,2019,2019,2022/12/12,2022/11/16,,,read,,,,1,0,"2022-12-10,2022-12-12",Fantasy|798;Progression Fantasy|96;Fiction|89;Audible|81,27496
40280403,"Ghostwater (Cradle, #5)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.56,Hidden Gnome Publishing,Kindle Edition,310,2018,2018,2022/12/10,2022/11/16,,,read,,,,1,0,"2022-12-05,2022-12-10",Fantasy|835;Progression Fantasy|95;Fiction|89,28073
36332410,"Skysworn (Cradle, #4)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.39,Hidden Gnome Publishing,Kindle Edition,292,2017,2017,2022/12/05,2022/11/16,,,read,"I'm really enjoying this series. I feel like I've read so much fantasy in recent years that has faded into generic storylines and character developments. This series is a refreshing in many ways, and is a nice midway between LitRPG and traditional fantasy. The complexity of the magic systems, the slow growth of the main characters paralleled with the ongoings of (more or less) gods is wonderful.",,,1,0,"2022-12-04,2022-12-05",Fantasy|883;Fiction|100;Progression Fantasy|96,28811
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.66,Tor Books,Hardcover,1007,2010,2010,,2020/04/01,abandoned,abandoned (#25),abandoned,,,,0,0,,Fantasy|24325;Fiction|3367,516686
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",3,4.17,Harper Voyager,ebook,545,2018,2018,2022/12/04,2022/09/26,,,read,"Loved the setting, the diversity of characters.<br/><br/>Disliked the YA feel to the second half of the book, the love triangle, the unnecessary visceral descriptions of rape.",,,1,0,"2022-11-25,2022-12-04",Fantasy|18839;Fiction|2401;Historical Fiction|2146,286272
739791,Reinforcement Learning: An Introduction (Adaptive Computation and Machine Learning),Richard S. Sutton,"Sutton, Richard S.",Andrew G. Barto,"=""0262193981""","=""9780262193986""",5,4.53,Bradford Books,Hardcover,322,1998,,2022/11/29,2022/11/15,,,read,"Excellent introduction to the field. I do wish the most recent version was finalized, there are some missing paragraphs. ",,,1,0,"2022-11-15,2022-11-29",Machine Learning|73;Computer Science|56;Ai|39;Artificial Intelligence|33;Textbooks|26;Ml|23;Data Science|23;Technical|17;Science|17;Non Fiction|17;Tech|16;Cs|15;Textbook|14;Reinforcement Learning|13;Math|13;Programming|13;Reference|12;Ai Ml|11;Nonfiction|10;Mathematics|9,726
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki","Phillip Gabriel, Ted Goossen, Chip Kidd","=""0385689454""","=""9780385689458""",2,3.75,Bond Street Books,Kindle Edition,242,2017,2014,2022/11/25,2022/11/24,,,read,,,,1,0,"2022-11-24,2022-11-25",Short Stories|1876;Fiction|1805;Murakami|517;Japan|491;Japanese|404;Japanese Literature|368;Haruki Murakami|288;Contemporary|273;Books I Own|238;Magical Realism|203;Japanese Lit|200,108136
18047306,"House of Blades (Traveler's Gate, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.07,Hidden Gnome Publishing,Kindle Edition,294,2013,2013,,2022/11/24,to-read,to-read (#267),to-read,,,,0,0,,Fantasy|873,17218
8510013,Prince of Wolves (Pathfinder Tales),Dave Gross,"Gross, Dave",,"=""1601252870""","=""9781601252876""",4,3.73,"Paizo Publishing, LLC",Mass Market Paperback,360,2010,2010,2022/11/23,2022/08/16,,,read,,,,1,0,"2022-11-20,2022-11-23",Fantasy|134;Pathfinder|44;Pathfinder Tales|21;Fiction|14,931
17384266,Radiance: The Passion of Marie Curie,Alan Alda,"Alda, Alan",,"=""0573700605""","=""9780573700606""",0,3.86,Concord Theatricals,Paperback,72,2013,2013,,2022/11/21,to-read,to-read (#266),to-read,,,,0,0,,Plays|5;Play|2;Science|2;Feminism|2;Must Haves|1;Book Buying Binge|1;Curie|1;Novels|1;Brooklyn|1;Fiction|1;Memoirs Bios|1;Biography Memoir|1;Scientists Discoveries Inventions|1;Biography|1;Books I Own|1;History Science|1;Misc Sports Fun|1;Memoir|1,21
60190659,"What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #2)",Randall Munroe,"Munroe, Randall",,"=""0525537112""","=""9780525537113""",4,4.37,Riverhead Books,Hardcover,354,2022,2022,2022/11/20,2022/10/01,,,read,,,,1,0,"2022-11-18,2022-11-20",Non Fiction|723;Science|707;Nonfiction|419;Humor|244,13502
35023786,"Blackflame (Cradle, #3)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.51,Hidden Gnome Publishing,Kindle Edition,370,2017,2017,2022/11/20,2022/11/16,,,read,,,,1,0,"2022-11-16,2022-11-20",Fantasy|970;Fiction|105;Progression Fantasy|103,30546
17782261,"Isaac Asimov: Short Stories, Volume 1",Isaac Asimov,"Asimov, Isaac",,"=""1590625323""","=""9781590625323""",0,4.45,Fictionwise.com,ebook,,2003,2003,,2022/11/19,to-read,to-read (#265),to-read,,,,0,0,,Science Fiction|6;Sci Fi|4;To Listen|2;Distracted|1;Shorts|1;Drrenitarajan|1;Sci Fi Fantasy Fiction|1;Short Stories|1;Need To Find Others By Author|1;I 8Th Grade|1;To Buy|1;Novel|1;Audiowanted|1;Audio_Wanted|1;Audio Wanted|1;Dystopian|1;Science Fictions|1;Wanted|1;Fiction|1;Book Club|1,128
32283608,"Soulsmith (Cradle, #2)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.34,Hidden Gnome Publishing,Kindle Edition,284,2016,2016,2022/11/15,2022/11/12,,,read,,,,1,0,"2022-11-12,2022-11-15",Fantasy|1094;Fiction|112;Progression Fantasy|111,33076
48920696,Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science,Samuel Hack,"Hack, Samuel",,"=""""","=""""",0,4.67,,Kindle Edition,638,2019,,,2022/01/26,abandoned,abandoned (#24),abandoned,,,,0,0,,Programming|2;Probabilidade E Estatística|1;Ml|1;Queue For Immediate|1;The Best Book For Starts|1;Ai|1;Computer Science|1;Abandoned|1;Education Oriented|1;Medicine|1;Science|1;Ai Machine Learning|1;Dont Have Ma Fitness|1;Help|1;Ai And Data Science|1;Engineering|1;Computer Science Programming|1;Audio Book|1;Machine Learning|1;Not Sure|1,21
9127479,"Brayan's Gold (The Demon Cycle, #1.5)",Peter V. Brett,"Brett, Peter V.",Lauren K. Cannon,"=""1596063637""","=""9781596063631""",0,4.03,Subterranean,Hardcover,94,2011,2011,,2022/11/15,to-read,to-read (#264),to-read,,,,0,0,,Fantasy|409,5325
32802595,"Record of a Spaceborn Few (Wayfarers, #3)",Becky  Chambers,"Chambers, Becky",,"=""1473647606""","=""9781473647602""",0,4.12,Hodder & Stoughton,Hardcover,359,2018,2018,,2022/11/15,to-read,to-read (#263),to-read,,,,0,0,,Sci Fi|2043;Science Fiction|1937;Fiction|718;Scifi|496;Space Opera|259;Lgbtq|235;Queer|224;Audiobooks|222,49864
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.16,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,2022/11/12,2020/06/12,,,read,,,,1,0,"2022-11-03,2022-11-12",Fantasy|2244;Kindle Unlimited|298;Fiction|251,45671
56465,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,"Becker, Gavin de",,"=""0747538352""","=""9780747538356""",0,4.18,Bloomsbury Publishing PLC,Paperback,352,2000,1997,,2022/04/13,abandoned,abandoned (#23),abandoned,,,,0,0,,Non Fiction|2295;Nonfiction|1189;Psychology|1042;Self Help|704,44940
40600256,"If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating",Alan Alda,"Alda, Alan",,"=""""","=""""",5,3.86,Random House,Kindle Edition,210,2017,2017,2022/11/10,2022/09/18,,,read,,,,1,0,"2022-11-07,2022-11-10",Non Fiction|315;Nonfiction|178;Science|115;Communication|83;Psychology|83;Self Help|66;Audiobooks|62;Memoir|37;Audio|34,6085
33503495,No Time To Spare: Thinking About What Matters,Ursula K. Le Guin,"Guin, Ursula K. Le",Karen Joy Fowler,"=""1328661598""","=""9781328661593""",1,4.01,Harper,Hardcover,215,2017,2017,2022/11/01,2022/10/30,,,read,,,,1,0,"2022-10-30,2022-11-01",Non Fiction|647;Essays|456;Nonfiction|378;Memoir|191;Writing|74,7891
82535,Things I Overheard While Talking to Myself,Alan Alda,"Alda, Alan",,"=""1400066174""","=""9781400066179""",5,3.78,Random House,Hardcover,209,2007,2007,2022/11/01,2022/09/18,,,read,,,,1,0,"2022-10-30,2022-11-01",Non Fiction|181;Biography|123;Memoir|91;Nonfiction|60;Humor|47;Audiobooks|39;Autobiography|35;Memoirs|30;Audio|29;Biographies|27;Biography Memoir|21,4133
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0316187747""","=""9780316187749""",3,4.23,Orbit,Paperback,691,2011,2011,2022/10/30,2022/06/27,,,read,,,,1,0,"2022-10-17,2022-10-30",Fantasy|5721,70083
6219656,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""1563127873""","=""9781563127878""",2,4.05,Perfection Learning,Paperback,30,1990,1948,2022/10/18,2022/06/25,,,read,"Rather dull. Feels like a vague idea that could have been expanded into something intricate and interesting, instead it was a rough draft. ",,,1,0,"2022-10-18,2022-10-18",Short Stories|3090;Classics|2332;Horror|1814;Fiction|1310;Short Story|656;Dystopian|367;Dystopia|364;School|323,92810
22088245,"NPCs (Spells, Swords, & Stealth, #1)",Drew  Hayes,"Hayes, Drew",,"=""""","=""""",4,4.06,Thunder Pear Publishing,Kindle Edition,289,2014,2014,2022/10/17,2021/08/10,,,read,"Fun concept, good (though not groundbreaking) writing, I recommend it if you enjoy LitRPG.",,,1,0,"2022-10-01,2022-10-17",Fantasy|914;Litrpg|203;Audible|139;Fiction|128;Humor|105;Audiobooks|95,13173
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",2,4.35,Avery,Kindle Edition,319,2018,2018,2022/10/14,2022/01/09,,,read,"Unpopular opinion, I suspect.<br/><br/>I think this book has some really good information which is best suited to the format the author is most experienced with: email digests.<br/><br/>The information contained in this book is repetitive, which is disappointing considering how short the book is.<br/><br/>Is it worth reading? Probably not. I'd suggest finding a set of bullet points for equivalent takeaways.",,,1,0,"2022-10-11,2022-10-14",Non Fiction|11823;Self Help|11614;Nonfiction|4605;Self Improvement|3499;Psychology|3369;Personal Development|2573;Productivity|2309;Audiobooks|2292;Self Development|1644;Business|1456,930931
95784,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,"Chang, Iris",,"=""0140277447""","=""9780140277449""",0,4.23,Penguin Books,Paperback,290,1998,1997,,2022/10/11,to-read,to-read (#262),to-read,,,,0,0,,History|3303;Non Fiction|1961;Nonfiction|999;China|614;War|488;Japan|340,44345
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",5,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2022/10/11,2022/01/21,,,read,"Fascinating and insightful, if a bit over explained at times. This model of conscious and unconscious decision making is an I'll formed concept natural to us all, but it's well defined here.<br/><br/>Another must read for researchers.",,,1,0,"2022-10-01,2022-10-11",Non Fiction|9609;Psychology|9191;Nonfiction|3413;Self Help|2817;Business|2177;Self Improvement|1235;Personal Development|1010,510969
15793094,"The Six-Gun Tarot (Golgotha, #1)",R.S. Belcher,"Belcher, R.S.",,"=""0765329328""","=""9780765329325""",0,3.78,Tor Books,Hardcover,364,2013,2013,,2022/09/08,abandoned,abandoned (#22),abandoned,,,,0,0,,Fantasy|440;Western|145;Horror|136;Steampunk|133;Fiction|67;Weird West|65;Historical Fiction|63;Urban Fantasy|47,3775
49061711,"Flame (Awaken Online: Tarot, #2)",Travis Bagwell,"Bagwell, Travis",,"=""""","=""""",0,4.33,,Kindle Edition,604,2020,,,2022/08/30,abandoned,abandoned (#21),abandoned,,,,0,0,,Litrpg|74;Fantasy|47;Awaken Online|14;Audible|13;Lit Rpg|10,2623
59807955,The Atlas Six (The Atlas #1),Olivie Blake,"Blake, Olivie",,"=""1250854547""","=""9781250854544""",0,3.60,Tor Trade,Paperback,375,2022,2020,,2022/10/01,to-read,to-read (#261),to-read,,,,0,0,,Fantasy|10816;Dark Academia|3511;Books I Own|1998;Fiction|1510,219090
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393355624""","=""9780393355628""",1,4.27,W. W. Norton & Company,Paperback,400,2018,1985,2022/10/01,2022/06/02,,,read,"I got about 45% through when it started going downhill.<br/><br/>Thinking of women as bitches and devising strategies to sleep with them, AND only wanting to buy a woman a drink while asking ""what do I get?"" is some early incel thinking.<br/><br/>Don't get me wrong, Feynman was a brilliant physicist and no one can doubt his contributions. Doesn't mean he was a good person. How disappointing to learn Feynman had such a lack of respect for half the population.",,,1,0,"2022-09-30,2022-10-01",Science|3837;Non Fiction|3422;Biography|2775;Nonfiction|1237;Physics|910;Memoir|725;Biographies|570;Autobiography|413,203473
