Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
49247150,Tell Me How to Be,Neel Patel,"Patel, Neel",,"=""1250184975""","=""9781250184979""",0,4.16,Flatiron Books,Hardcover,336,2021,2021,,2024/07/22,to-read,to-read (#642),to-read,,,,0,0,,Fiction|160;Lgbtq|77;Lgbt|54;Contemporary|50;Queer|40;Literary Fiction|25;2021 Releases|25;Giveaways|24;Lgbtqia|24;South Asian|23;Romance|22;Audiobooks|17;Adult|17,5019
3097601,Suicide Notes,Michael Thomas Ford,"Ford, Michael Thomas",,"=""0060737557""","=""9780060737559""",0,3.81,HarperCollins,Paperback,295,2008,2008,,2024/07/22,to-read,to-read (#641),to-read,,,,0,0,,Young Adult|642;Mental Health|467;Contemporary|340;Ya|318;Fiction|310;Lgbt|300;Lgbtq|271;Books I Own|245;Mental Illness|148;To Buy|128;Realistic Fiction|115;Lgbtqia|103;Want To Buy|102;Suicide|102;Queer|88;Psychology|73,47666
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,3.99,New Directions,Paperback,177,1958,1948,,2024/07/22,to-read,to-read (#640),to-read,,,,0,0,,Fiction|2391;Japanese Literature|1006;Japanese|970;Japan|923;Japanese Lit|607;Books I Own|556;Classic|349;Literature|317;Novels|306;To Buy|266;Translated|258;Asian Literature|254;Literary Fiction|252,172323
56683041,Shadeslinger (The Ripple System #1),Kyle Kirrin,"Kirrin, Kyle",,"=""""","=""""",0,4.36, Portal Books,Kindle Edition,646,2021,2021,,2022/08/27,currently-reading,currently-reading (#4),currently-reading,,,,1,0,,Litrpg|177;Fantasy|77;Audible|21,3677
7779696,"Son of Hamas: A Gripping Account of Terror, Betrayal, Political Intrigue, and Unthinkable Choices",Mosab Hassan Yousef,"Yousef, Mosab Hassan","مصعب حسن يوسف, Ron Brackin","=""1414333072""","=""9781414333076""",0,4.22,SaltRiver,Hardcover,265,2010,,,2024/07/14,currently-reading,currently-reading (#3),currently-reading,,,,1,0,,Non Fiction|286;Biography|200;History|130;Nonfiction|130;Middle East|113;Memoir|104;Politics|101;Christian|64;Israel|60;Islam|55;Religion|50;Biographies|46;Autobiography|38;Audiobooks|37;Memoirs|37;Biography Memoir|35;Book Club|29,14549
52300107,Caffeine: How Caffeine Created the Modern World,Michael Pollan,"Pollan, Michael",,"=""""","=""""",2,3.72,Audible Original,Audible Audio,2,2020,2020,2024/07/21,2024/07/21,,,read,"The only thing I learned in this was that I want to read ""Why We Sleep"" by Matthew Walker.<br/><br/>Meandering, uninspired, lacking depth, and too self interested.",,,1,0,"2024-07-21,2024-07-21",Non Fiction|624;Nonfiction|340;Audible|332;Audiobooks|330;History|252;Science|225;Food|174;Audio|160;Health|101;Audio Books|77,17923
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2024/07/21,to-read,to-read (#639),to-read,,,,0,0,,Non Fiction|6254;Science|3651;Nonfiction|2383;Health|2282;Psychology|1659;Self Help|1283,192174
29353087,The Science of Mindfulness: A Research-Based Path to Well-Being,Ronald D. Siegel,"Siegel, Ronald D.",,"=""1598035649""","=""9781598035643""",0,4.24,The Teaching Company,Audio CD,6,2014,2014,,2024/03/10,abandoned,abandoned (#53),abandoned,,,,1,0,,Psychology|55;Non Fiction|49;Audible|48;Science|33;Nonfiction|33;Great Courses|30;Mindfulness|26;Self Help|21;Health|21;Audiobooks|20;The Great Courses|17;Meditation|17;Audio|16;Self Improvement|14;Philosophy|13;Spirituality|10;Personal Development|10;Audio Book|10;Buddhism|7;Audio Books|7,945
29544418,Dark Money: How a Secretive Group of Billionaires is Trying to Buy Political Control in the US,Jane Mayer,"Mayer, Jane",,"=""1925307808""","=""9781925307801""",0,4.30,Scribe,Kindle Edition,576,2016,2016,,2023/09/21,to-read,to-read (#638),to-read,,,,1,0,,Non Fiction|1470;Politics|1437;Nonfiction|818;History|647;Economics|315;Business|172,25519
43190272,"To Be Taught, If Fortunate",Becky  Chambers,"Chambers, Becky",,"=""0062936018""","=""9780062936011""",0,4.20,Harper Voyager,Paperback,153,2019,2019,,2023/04/29,to-read,to-read (#637),to-read,,,,1,0,,Sci Fi|2526;Science Fiction|2176;Fiction|821;Novella|624;Scifi|534;Queer|303;Lgbtq|283,45469
7785194,The Moral Landscape: How Science Can Determine Human Values,Sam Harris,"Harris, Sam",,"=""1439171211""","=""9781439171219""",3,3.90,Free Press,Hardcover,291,2010,2010,2024/07/21,2024/03/14,,,read,"There were many interesting points raised. Too broad a brush is stroked over the views of other cultures however. For example, the Burqa is a deeply complex issue, that is indeed forced by men onto women, but is also now a means of safety for women, and allows one to feel connected to their culture and family. Handwaving away the complexity of how it fits into the intersectional reality of life, especially in multicultural landscapes such as society in the US, is short sighted.",,,1,0,"2024-03-14,2024-07-21",Philosophy|1249;Non Fiction|721;Science|699;Religion|313;Nonfiction|269;Psychology|188;Atheism|144;Ethics|137,23390
48611870,Medieval Myths & Mysteries (The Great Courses),Dorsey Armstrong,"Armstrong, Dorsey",,"=""""","=""""",4,4.14,Audible Original,Audible Audio,6,2019,2019,2024/07/21,2024/07/19,,,read,Interesting and fun.,,,1,0,"2024-07-19,2024-07-21",History|125;Non Fiction|99;Nonfiction|49;Audible|39;Audiobooks|39;Mythology|29;Great Courses|28;Audio|23;The Great Courses|20;Medieval|18;Historical|13,1769
58572970,The Addiction Manifesto,Jerry Weaver,"Weaver, Jerry",J.R.  Weaver,"=""1638377634""","=""9781638377634""",0,4.82,Palmetto Publishing,Paperback,178,2021,2018,,2024/07/20,to-read,to-read (#636),to-read,,,,0,0,,Non Fiction|27;Self Help|15;Addiction|8;Nonfiction|6;Memoir|6;Mental Health|5;Memoirs|5;Psychology|4;Need To Buy|4;Shopping List|4;Self Improvement|3;Recovery|3,1175
27494,Leaves of Grass,Walt Whitman,"Whitman, Walt",,"=""""","=""""",0,4.12,Simon  Schuster,Paperback,624,2006,1855,,2024/07/20,to-read,to-read (#635),to-read,,,,0,0,,Poetry|8838;Classics|2869,104123
402045,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",,"=""0345350499""","=""9780345350497""",0,4.13,Ballantine Books,Paperback,884,1984,1982,,2024/07/20,to-read,to-read (#634),to-read,,,,0,0,,Fantasy|9947;Fiction|2410;Historical Fiction|1680,207680
375013,Schindler’s List,Thomas Keneally,"Keneally, Thomas",,"=""0340606517""","=""9780340606513""",0,4.34,Sceptre,Paperback,429,1994,1982,,2024/07/20,to-read,to-read (#633),to-read,,,,0,0,,History|1504;Non Fiction|1263;Historical Fiction|819;Fiction|705;Holocaust|570;Nonfiction|517;War|483;Historical|444;Books I Own|425;Wwii|362;Biography|361;Ww2|256;World War Ii|202;Booker Prize|196;1001 Books|187;To Buy|157;Classic|152,161196
33648131,"The Notebook (The Notebook, #1)",Nicholas Sparks,"Sparks, Nicholas",,"=""""","=""""",0,4.15,Grand Central Publishing,Kindle Edition,227,2016,1996,,2024/07/20,to-read,to-read (#632),to-read,,,,0,0,,Romance|9435;Fiction|4524;Nicholas Sparks|2344;Books I Own|1868;Chick Lit|1459;Contemporary|1033,1717678
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""""","=""""",0,4.05,Penguin Books,Paperback,474,2003,1815,,2024/07/20,abandoned,abandoned (#52),abandoned,,,,0,0,,Fiction|7989;Books I Own|4149;Historical Fiction|2078;Jane Austen|1977;Literature|1282;Historical|1147;Owned Books|1067;Audiobooks|969;My Library|833,899512
2696,The Canterbury Tales,Geoffrey Chaucer,"Chaucer, Geoffrey",Nevill Coghill,"=""0140424385""","=""9780140424386""",0,3.52,Penguin Books,Paperback,504,2003,1400,,2024/07/20,abandoned,abandoned (#51),abandoned,,,,0,0,,Classics|9409;Fiction|2941;Poetry|2551;Classic|1330,224140
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0143038419""","=""9780143038412""",0,3.63,Riverhead Books,Paperback,368,2007,2006,,2024/07/20,abandoned,abandoned (#50),abandoned,,,,0,0,,Non Fiction|6314;Memoir|4326;Nonfiction|2669;Travel|2633;Fiction|1828;Books I Own|1668;Memoirs|1580;Book Club|1524;Biography|1400;Romance|962;Chick Lit|879;Spirituality|743,1760836
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.10,Harper Perennial Modern Classics,Hardcover,546,2005,1998,,2024/07/20,to-read,to-read (#631),to-read,,,,0,0,,Fiction|8346;Historical Fiction|4144;Africa|1694;Book Club|1440;Classics|1144;Books I Own|1092,751819
144974,The Velveteen Rabbit,Margery Williams Bianco,"Bianco, Margery Williams",William   Nicholson,"=""0380002558""","=""9780380002559""",0,4.30,Avon,Paperback,40,1987,1922,,2024/07/20,abandoned,abandoned (#49),abandoned,,,,0,0,,Classics|2539;Childrens|2265;Children|1609;Children S Books|1349;Fiction|1329;Children S|1292;Picture Books|1066;Childhood|833;Kids|781;Childrens Books|732;Fantasy|540;Classic|503;Kids Books|487;Childhood Favorites|385;Animals|304,260643
2318271,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""1401323251""","=""9781401323257""",0,4.26,Hachette Books,Hardcover,206,2008,2008,,2024/07/20,to-read,to-read (#630),to-read,,,,0,0,,Non Fiction|4264;Nonfiction|1730;Memoir|1283;Biography|1136;Self Help|782;Inspirational|626;Philosophy|621;Book Club|544;Books I Own|495;Memoirs|481,348885
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",0,3.99,Hyperion,Paperback,196,2003,2003,,2024/07/20,to-read,to-read (#629),to-read,,,,0,0,,Fiction|6072;Books I Own|1393;Contemporary|895;Inspirational|862;Fantasy|743;Classics|626,731140
252577,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",0,4.15,Harper Perennial,Paperback,452,2005,1996,,2024/07/20,to-read,to-read (#628),to-read,,,,0,0,,Non Fiction|4000;Memoir|3320;Nonfiction|1825;Biography|1817;Fiction|1271;Memoirs|1240;Books I Own|966;Classics|966;Ireland|891;Autobiography|615;Biography Memoir|570;History|497;Historical Fiction|426;Irish|407,634302
310259,Love You Forever,Robert Munsch,"Munsch, Robert",Sheila McGraw,"=""0920668372""","=""9780920668375""",0,4.37,Firefly Books,Paperback,32,1995,1986,,2024/07/20,abandoned,abandoned (#48),abandoned,,,,0,0,,Picture Books|1682;Childrens|1453;Children S Books|1365;Children|1155;Children S|995;Kids|733;Childrens Books|655;Kids Books|555;Childhood|504;Fiction|460;Picture Book|381;Classics|283;Books I Own|243;Family|229;Childhood Favorites|200;Children Books|188;Children S Literature|181;Childhood Books|172,239092
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.23,Rupa & Co,Paperback,127,2003,1923,,2024/07/20,to-read,to-read (#627),to-read,,,,0,0,,Poetry|4722;Classics|2873;Philosophy|2710;Fiction|1588;Spirituality|1057;Non Fiction|632;Religion|619;Spiritual|540,303452
113946,How the Grinch Stole Christmas!,Dr. Seuss,"Seuss, Dr.",,"=""0007173040""","=""9780007173044""",0,4.38,Harper Collins Children's Books,Hardcover,64,2004,1957,,2024/07/20,abandoned,abandoned (#47),abandoned,,,,0,0,,Childrens|2659;Picture Books|1872;Children|1844;Christmas|1696;Children S Books|1636;Classics|1479;Children S|1333;Fiction|1139;Kids|984;Childrens Books|898;Childhood|853;Kids Books|617;Dr Seuss|452;Poetry|430;Picture Book|428;Fantasy|410;Holiday|374;Classic|374,418876
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,,2024/07/20,abandoned,abandoned (#46),abandoned,,,,0,0,,Fiction|6883;Classic|3884;Books I Own|3015;Jane Austen|1947;Historical Fiction|1816;Historical|1108;Literature|1064;Audiobooks|922;Book Club|861;19Th Century|832;Owned Books|784,713320
1622,A Midsummer Night’s Dream,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, Alan Durband, Roma Gill, Catherine Belsey, A.R. Braunmuller","=""0743477545""","=""9780743477543""",0,3.95,Simon & Schuster,Mass Market Paperback,298,2016,1595,,2024/07/20,abandoned,abandoned (#45),abandoned,,,,0,0,,Plays|8297;Shakespeare|3635;Fiction|3179;Fantasy|2274;School|1646;Play|1542;Romance|1258;Books I Own|1239;Poetry|913;Literature|883,546654
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.33,Scholastic Press,Hardcover,391,2009,2009,,2024/07/20,abandoned,abandoned (#44),abandoned,,,,0,0,,Young Adult|29404;Fiction|15971;Fantasy|14094;Ya|13476;Books I Own|9656;Science Fiction|9588;Sci Fi|7499;Series|5985;Romance|4219;Hunger Games|2979,3657268
7784,The Lorax,Dr. Seuss,"Seuss, Dr.",,"=""0679889108""","=""9780679889106""",0,4.35,Random House Childrens Books,Hardcover,72,1998,1971,,2024/07/20,abandoned,abandoned (#43),abandoned,,,,0,0,,Childrens|2217;Picture Books|1873;Children|1503;Children S Books|1419;Children S|1200;Fiction|1036;Kids|920;Classics|880;Childrens Books|776;Childhood|766;Kids Books|652;Dr Seuss|442;Picture Book|428;Poetry|393;Fantasy|387;Childhood Favorites|240;Children S Literature|235;Childhood Books|231,347764
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.27,Ballantine Books,Paperback,429,2003,1973,,2024/07/20,to-read,to-read (#626),to-read,,,,0,0,,Fantasy|18083;Fiction|6705;Romance|4386;Humor|2000,907856
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""""","=""""",0,4.33,Puffin,Paperback,240,1998,1988,,2024/07/20,to-read,to-read (#625),to-read,,,,0,0,,Fiction|4381;Childrens|4347;Classics|3967;Fantasy|3388;Children|3065;Childhood|2549;Children S|2114;Children S Books|1844;Middle Grade|1760;Kids|1728;Books I Own|1495;Young Adult|1370;Childrens Books|1080;Childhood Favorites|812;Kids Books|799;Classic|776;Roald Dahl|744;Childhood Books|710;Ya|674;Humor|582,977613
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.90,Penguin Books,Paperback,1023,2003,1605,,2024/07/20,abandoned,abandoned (#42),abandoned,,,,0,0,,Classics|12918;Fiction|5886;Classic|1845;Literature|1293,277064
191139,"Oh, the Places You’ll Go!",Dr. Seuss,"Seuss, Dr.",,"=""0679805273""","=""9780679805274""",0,4.36,Random House Books for Young Readers,Hardcover,44,1990,1990,,2024/07/20,abandoned,abandoned (#41),abandoned,,,,0,0,,Childrens|2646;Picture Books|2045;Children|1858;Children S Books|1796;Children S|1410;Fiction|1259;Kids|1130;Childrens Books|973;Childhood|973;Classics|972;Kids Books|736;Poetry|690;Dr Seuss|502;Picture Book|451;Books I Own|385;Children S Literature|303;Children Books|283;Childhood Books|283,412650
233093,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,"Seuss, Dr.",,"=""039480001X""","=""9780394800011""",0,4.19,Random House Books for Young Readers,Hardcover,61,1985,1957,,2024/07/20,abandoned,abandoned (#40),abandoned,,,,0,0,,Childrens|3550;Children|2503;Picture Books|2252;Children S Books|2135;Children S|1762;Fiction|1593;Kids|1431;Childhood|1268;Childrens Books|1222;Kids Books|918;Poetry|698;Dr Seuss|668;Picture Book|517;Classic|423;Fantasy|414;Childhood Books|382,548009
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""""","=""""",0,4.20,Penguin,Mass Market Paperback,1463,1987,1862,,2024/07/20,to-read,to-read (#624),to-read,,,,0,0,,Classics|20480;Fiction|6814;Historical Fiction|3633;Books I Own|2056,804928
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",0,4.31,Random House Books for Young Readers,Hardcover,64,1988,1960,,2024/07/20,abandoned,abandoned (#39),abandoned,,,,0,0,,Childrens|4234;Children|2904;Picture Books|2756;Children S Books|2616;Children S|2199;Classics|2009;Fiction|1942;Kids|1756;Childhood|1600;Childrens Books|1480;Kids Books|1100;Poetry|935;Dr Seuss|751;Picture Book|625;Classic|521;Childhood Favorites|507;Childhood Books|494,787274
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,4.38,HarperCollins Publishers,Hardcover,64,1964,1964,,2024/07/20,to-read,to-read (#623),to-read,,,,0,0,,Childrens|4418;Children|3193;Classics|3164;Fiction|3009;Picture Books|2937;Children S Books|2880;Children S|2536;Poetry|2216;Kids|1833;Childhood|1832;Childrens Books|1534;Kids Books|1168;Childhood Favorites|707;Classic|679;Picture Book|663;Young Adult|566;Children S Literature|548;Childhood Books|529;Books I Own|484;Children Books|466,1144952
55959466,Black AF History: The Un-Whitewashed Story of America,Michael Harriot,"Harriot, Michael",,"=""0358439167""","=""9780358439165""",0,4.59,Dey Street Books,Hardcover,432,2023,2023,,2024/07/20,to-read,to-read (#622),to-read,,,,0,0,,History|362;Non Fiction|338;Nonfiction|259;Race|69;Politics|51;Audiobooks|45;Social Justice|43;Historical|38,3559
58736651,Troy: The Greek Myths Reimagined,Stephen Fry,"Fry, Stephen",,"=""""","=""""",0,4.35,Chronicle Books,Audible Audio,,2021,2020,,2024/07/20,to-read,to-read (#621),to-read,,,,0,0,,Mythology|1255;History|437;Greek Mythology|414;Non Fiction|412;Fiction|362;Audiobooks|323;Fantasy|240;Books I Own|207;Historical Fiction|186;Classics|177;Audible|157;Nonfiction|130,31874
181346411,"Says Who? A Kinder, Funner Usage Guide for Everyone Who Cares About Words",Anne Curzan,"Curzan, Anne",,"=""0593444094""","=""9780593444092""",0,4.11,Crown,Hardcover,336,2024,2024,,2024/07/19,to-read,to-read (#620),to-read,,,,0,0,,Non Fiction|50;Nonfiction|45;Language|25;Writing|20;History|15;Linguistics|13;Giveaways|9;Humor|6,218
210480803,"Heretical Fishing 2: A Cozy Guide to Annoying the Cults, Outsmarting the Fish, and Alienating Oneself",Haylock Jobson,"Jobson, Haylock",,"=""1039453163""","=""9781039453166""",5,4.59,Podium Publishing,Kindle Edition,534,2024,,2024/07/18,2024/05/26,,,read,"Devoured this. I love the simple magic system, the long descriptions of eating, fishing and simple wholesome interactions. Such a fresh take on the litrpg / xianxia / cultivation genre. I'll be (im)patiently waiting for the next.",,,1,0,"2024-07-12,2024-07-18",Litrpg|12;Fantasy|8;Progression Fantasy|3;Cultivation|3;Lit Rpg|3;Portal Fantasy|2;Audio|2;Fiction|2;Audio Book|2;Isekai|2;Series Heretical Fishing|2;Series|2,456
690442,The Time It Never Rained,Elmer Kelton,"Kelton, Elmer",,"=""0812574516""","=""9780812574517""",0,4.30,Forge Books,Paperback,416,1999,1973,,2024/07/18,to-read,to-read (#619),to-read,,,,0,0,,Western|112;Westerns|84;Fiction|76;Historical Fiction|33;Texas|32,1976
31548,Of Human Bondage,W. Somerset Maugham,"Maugham, W. Somerset","Maeve Binchy, Benjamin DeMott","=""0451530179""","=""9780451530172""",0,4.14,Signet,Mass Market Paperback,684,2007,1915,,2024/07/18,to-read,to-read (#618),to-read,,,,0,0,,Classics|2347;Fiction|1805;Classic|412;Literature|326,57791
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2024/07/18,to-read,to-read (#617),to-read,,,,0,0,,Fiction|7251;Historical Fiction|3521;Classics|2314;Literary Fiction|900;Historical|764;Literature|738,312006
101160753,The Six: The Untold Story of America's First Women Astronauts,Loren Grush,"Grush, Loren",,"=""1982172800""","=""9781982172800""",0,4.36,Scribner,Hardcover,432,2023,2023,,2024/07/16,to-read,to-read (#616),to-read,,,,0,0,,Non Fiction|315;History|196;Nonfiction|193;Science|98;Biography|84;Space|77;Audiobooks|41;Feminism|40,3918
62607307,"BuyMort: Grand Opening: How I Became the Accidental Warlord of Arizona (Shopocalypse Saga, #1)",Damien Hanson,"Hanson, Damien","Joseph Phelps, Dames Handsome","=""""","=""""",0,4.24,,Kindle Edition,533,2022,2022,,2024/07/15,to-read,to-read (#615),to-read,,,,0,0,,Litrpg|20;Sci Fi|5;Science Fiction|4;Audible|3;Audio Book|3;Fiction|3;Kindle Unlimited|2;Abandoned|2;On Going|2;Fantasy|2;Scifi|2;Dystopia|2;Urban Fantasy|2,851
6525532,The Age of Empathy: Nature's Lessons for a Kinder Society,Frans de Waal,"Waal, Frans de",,"=""0307407764""","=""9780307407764""",0,4.00,Crown,Hardcover,304,2009,2009,,2024/07/14,to-read,to-read (#614),to-read,,,,0,0,,Science|151;Non Fiction|150;Psychology|112;Animals|71;Nonfiction|55;Sociology|41;Philosophy|37;Anthropology|36;Biology|34;Nature|27;Evolution|23,2471
26073085,White Rage: The Unspoken Truth of Our Racial Divide,Carol  Anderson,"Anderson, Carol",,"=""1632864126""","=""9781632864123""",0,4.47,Bloomsbury USA,Hardcover,246,2016,2016,,2024/07/14,to-read,to-read (#613),to-read,,,,0,0,,Non Fiction|1344;Nonfiction|911;History|663;Race|603;Politics|419;Social Justice|297;Anti Racism|242;Sociology|161;Racism|136,14135
53916142,A Life on Our Planet: My Witness Statement and a Vision for the Future,David Attenborough,"Attenborough, David",,"=""1538719983""","=""9781538719985""",0,4.51,Grand Central Publishing,Hardcover,272,2020,2020,,2024/07/14,to-read,to-read (#612),to-read,,,,0,0,,Non Fiction|1407;Science|659;Nonfiction|489;Nature|295;Environment|252;Biography|231;Audiobooks|212;Memoir|159,29909
10907,The Pursuit of Happyness,Chris Gardner,"Gardner, Chris",Quincy Troupe,"=""0060744871""","=""9780060744878""",0,4.20,Amistad,Paperback,320,2006,2006,,2024/07/14,to-read,to-read (#611),to-read,,,,0,0,,Non Fiction|203;Biography|151;Nonfiction|118;Memoir|98;Books I Own|57;Movies|50;Autobiography|42;Biography Memoir|37;Biographies|37;Memoirs|37;Inspirational|28;Business|26;Owned Books|21,24140
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?,Beverly Daniel Tatum,"Tatum, Beverly Daniel",,"=""0465083617""","=""9780465083619""",0,4.34,Basic Books,Paperback,464,2017,1997,,2024/07/14,to-read,to-read (#610),to-read,,,,0,0,,Non Fiction|1345;Nonfiction|919;Race|719;Education|451;Social Justice|357;Anti Racism|293;Psychology|263;Sociology|196;Books I Own|148,25742
450534,When the Body Says No: The Cost of Hidden Stress,Gabor Maté,"Maté, Gabor",,"=""0676973124""","=""9780676973129""",0,4.22,Vintage Canada,Paperback,320,2004,2003,,2024/07/14,to-read,to-read (#609),to-read,,,,0,0,,Psychology|934;Non Fiction|876;Health|531;Self Help|370;Nonfiction|314;Mental Health|211;Science|190;Trauma|142,24019
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.37,One World,Hardcover,305,2019,2019,,2024/07/14,to-read,to-read (#608),to-read,,,,0,0,,Non Fiction|4783;Nonfiction|3133;Race|1468;Social Justice|934;Anti Racism|793;Politics|781;Audiobooks|680;History|584,115701
63032,2666,Roberto Bolaño,"Bolaño, Roberto",,"=""843396867X""","=""9788433968678""",0,4.21,Anagrama,Paperback,1128,2004,2004,,2024/07/14,to-read,to-read (#607),to-read,,,,0,0,,Fiction|1861;Literature|274;Novels|219;Latin America|192,42420
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.25,,Kindle Edition,220,2020,2020,,2024/07/14,to-read,to-read (#606),to-read,,,,0,0,,Sci Fi|250;Horror|232;Science Fiction|209;Fiction|178;Scifi|80;Weird|35;Fantasy|30;Short Stories|27;Weird Fiction|25,7604
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.18,Celadon Books,Hardcover,336,2019,2019,,2024/07/14,to-read,to-read (#605),to-read,,,,0,0,,Thriller|11557;Mystery|9063;Fiction|7470;Book Club|4045;Mystery Thriller|4014;Books I Own|3299;Suspense|1789;Thrillers|1786;Crime|1688;Psychological Thriller|1380;Thriller Mystery|1278;Audio|1247;Adult|1158,2349529
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,"=""098374842X""","=""9780983748427""",0,4.22,Strange Violin Editions,Paperback,110,2012,2011,,2024/07/14,to-read,to-read (#604),to-read,,,,0,0,,Horror|461;Fiction|364;Fantasy|190;Philosophy|102;Short Stories|92;Novella|74;Religion|69;Sci Fi|54;Science Fiction|53,15599
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.77,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2024/07/14,to-read,to-read (#603),to-read,,,,0,0,,Sci Fi|5666;Science Fiction|5525;Fiction|3742;Horror|3682;Fantasy|1379;Scifi|1154;Mystery|802;Series|717;Dystopian|588,240135
374233,If on a Winter’s Night a Traveler,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""9780088619451""",0,4.03,L&OD Key Porter,Paperback,260,1982,1979,,2024/07/14,to-read,to-read (#602),to-read,,,,0,0,,Fiction|3199;Classics|1543;Italian|584;Magical Realism|525;Literature|460;Italy|458;Novels|375;Books I Own|329,99982
57913,The Illuminatus! Trilogy,Robert Shea,"Shea, Robert",Robert Anton Wilson,"=""0440539811""","=""9780440539810""",0,4.01,Dell,Paperback,805,1983,1983,,2024/07/14,to-read,to-read (#601),to-read,,,,0,0,,Fiction|561;Science Fiction|371;Fantasy|235;Sci Fi|226;Humor|90;Philosophy|80;Conspiracy|70;Scifi|63,15770
1437520,"Short Stories in German, Erzählungen auf Deutsch: New Penguin Parallel Text",Ernst Zillekens,"Zillekens, Ernst",,"=""0140265422""","=""9780140265422""",0,3.49,Penguin Books,Paperback,208,2003,2003,,2024/07/14,to-read,to-read (#600),to-read,,,,0,0,,German|27;Fiction|13;Short Stories|11;Books I Own|9;Languages|8;Deutsch|8;Owned Books|4;Germany|3;Language German|3;Foreign Language|3;Stories|3,156
125084292,"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",Kelly Weinersmith,"Weinersmith, Kelly",Zach Weinersmith,"=""1984881736""","=""9781984881731""",5,4.06,Penguin Press,ebook,448,2023,2023,2024/07/12,2024/06/18,,,read,"I was impressed by this. The comedic tone used in explaining somewhat controversial perspectives, all while being well considered and thoroughly researched. Bravo.",,,1,0,"2024-07-08,2024-07-12",Non Fiction|313;Science|303;Nonfiction|178;Space|94;Technology|35,3282
37662821,"Dodge Tank (Crystal Shards Online, #1)",Rick Scott,"Scott, Rick",,"=""""","=""""",0,4.19,,Kindle Edition,458,2017,,,2024/07/12,to-read,to-read (#599),to-read,,,,0,0,,Litrpg|168;Fantasy|41;Lit Rpg|17,2580
